model,leader,entry_time,exit_time,direction,xau_entry,xau_exit,gross_per_oz,cost_per_oz,ounces,notional,pnl,pnl_per_dollar,equity
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 12:00:00+00:00,2026-06-04 11:00:00,1,4460.495,4511.525,51.029999999999745,1.203275585647475,112.0951822611616,500000.0,5585.335754703488,0.011170671509406977,-30443.33337389357
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 20:00:00+00:00,2026-06-04 11:00:00,1,4434.84,4511.525,76.68499999999949,1.301049374139182,112.7436390038874,500000.0,8499.060916048866,0.016998121832097732,-21944.2724578447
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-03 20:00:00+00:00,2026-06-04 11:00:00,1,4434.84,4511.525,76.68499999999949,1.301049374139182,112.7436390038874,500000.0,8499.060916048866,0.016998121832097732,-13445.211541795836
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 12:00:00+00:00,2026-06-04 11:00:00,1,4460.495,4511.525,51.029999999999745,1.203275585647475,112.0951822611616,500000.0,5585.335754703488,0.011170671509406977,-7859.875787092347
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 04:00:00+00:00,2026-06-04 12:00:00,1,4481.15,4504.26,23.110000000000582,1.2705860713098558,111.57850105441685,500000.0,2436.809070070264,0.004873618140140528,-5423.066717022083
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 13:00:00+00:00,2026-06-04 12:00:00,1,4447.155,4504.26,57.10500000000047,1.278474074711858,112.4314308810914,500000.0,6276.656190900544,0.012553312381801088,853.5894738784609
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 13:00:00+00:00,2026-06-04 12:00:00,1,4447.155,4504.26,57.10500000000047,1.278474074711858,112.4314308810914,500000.0,6276.656190900544,0.012553312381801088,7130.245664779005
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 20:00:00+00:00,2026-06-04 13:00:00,1,4434.84,4495.9,61.05999999999949,1.301049374139182,112.7436390038874,500000.0,6737.441556613126,0.013474883113226251,13867.68722139213
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 05:00:00+00:00,2026-06-04 13:00:00,1,4469.375,4495.9,26.524999999999636,1.2492015803105152,111.87246538945602,500000.0,2827.6658838975386,0.005655331767795077,16695.35310528967
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 20:00:00+00:00,2026-06-04 13:00:00,1,4434.84,4495.9,61.05999999999949,1.301049374139182,112.7436390038874,500000.0,6737.441556613126,0.013474883113226251,23432.794661902793
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 07:00:00+00:00,2026-06-04 15:00:00,1,4461.795,4477.535,15.739999999999782,0.9823626205972483,112.06252192223084,500000.0,1653.7780623496296,0.0033075561246992597,25086.572724252423
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 22:00:00+00:00,2026-06-04 20:00:00,1,4449.1515,4474.93,25.77850000000035,1.5248681487564684,112.38097871021026,500000.0,2725.646884719916,0.005451293769439832,27812.21960897234
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 12:00:00+00:00,2026-06-04 20:00:00,1,4504.26,4474.93,-29.329999999999927,1.1386518770872598,111.00602540705908,500000.0,-3382.203944386779,-0.006764407888773557,24430.01566458556
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-03 22:00:00+00:00,2026-06-04 20:00:00,-1,4449.1515,4474.93,-25.77850000000035,1.5248681487564684,112.38097871021026,500000.0,-3068.379234642473,-0.006136758469284945,21361.636429943086
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 09:00:00+00:00,2026-06-04 22:00:00,-1,4470.469999999999,4469.74,0.7299999999995634,1.0921276959755557,111.8450632707523,500000.0,-40.50219506852661,-8.100439013705322e-05,21321.13423487456
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 13:00:00+00:00,2026-06-04 22:00:00,1,4495.9,4469.74,-26.159999999999854,1.153865247988896,111.21243799906583,500000.0,-3037.641545406788,-0.006075283090813575,18283.492689467774
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 23:00:00+00:00,2026-06-04 22:00:00,1,4457.48,4469.74,12.260000000000218,1.6182743611830366,112.17100244981471,500000.0,1193.693032702018,0.002387386065404036,19477.18572216979
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-03 23:00:00+00:00,2026-06-04 22:00:00,-1,4457.48,4469.74,-12.260000000000218,1.6182743611830366,112.17100244981471,500000.0,-1556.7399473674875,-0.003113479894734975,17920.4457748023
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 10:00:00+00:00,2026-06-04 23:00:00,-1,4473.76,4461.74,12.020000000000437,1.1403709302327008,111.76281248882371,500000.0,1215.937943672407,0.002431875887344814,19136.38371847471
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-04 08:00:00+00:00,2026-06-04 23:00:00,-1,4463.45,4461.74,1.7100000000000364,1.0427764499829013,112.02097032564497,500000.0,74.74302949704098,0.00014948605899408194,19211.12674797175
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-04 08:00:00+00:00,2026-06-04 23:00:00,1,4463.45,4461.74,-1.7100000000000364,1.0427764499829013,112.02097032564497,500000.0,-308.368689016673,-0.000616737378033346,18902.758058955078
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 14:00:00+00:00,2026-06-04 23:00:00,1,4465.945,4461.74,-4.204999999999927,1.1241942600100316,111.95838730660589,500000.0,-596.6479949943359,-0.0011932959899886718,18306.110063960743
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 10:00:00+00:00,2026-06-04 23:00:00,-1,4473.76,4461.74,12.020000000000437,1.1403709302327008,111.76281248882371,500000.0,1215.937943672407,0.002431875887344814,19522.04800763315
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 18:00:00+00:00,2026-06-05 03:00:00,-1,4478.195,4442.47,35.724999999999454,1.084623890653327,111.6521276987715,500000.0,3867.6716968941873,0.007735343393788375,23389.71970452734
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 19:00:00+00:00,2026-06-05 04:00:00,-1,4480.99,4445.08,35.909999999999854,1.0379323561402645,111.58248512047561,500000.0,3891.1119689911816,0.007782223937982363,27280.83167351852
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-04 09:00:00+00:00,2026-06-05 08:00:00,-1,4470.469999999999,4462.870000000001,7.599999999998545,1.0921276959755557,111.8450632707523,500000.0,727.8733896014278,0.0014557467792028556,28008.70506311995
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 11:00:00+00:00,2026-06-05 08:00:00,-1,4511.525,4462.870000000001,48.654999999998836,1.1516972148571878,110.8272701580951,500000.0,5264.661371170685,0.010529322742341371,33273.366434290634
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 11:00:00+00:00,2026-06-05 08:00:00,-1,4511.525,4462.870000000001,48.654999999998836,1.1516972148571878,110.8272701580951,500000.0,5264.661371170685,0.010529322742341371,38538.027805461315
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,39393.53067885723
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,40249.03355225314
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 12:00:00+00:00,2026-06-05 09:00:00,-1,4504.26,4464.965,39.29500000000007,1.1386518770872598,111.00602540705908,500000.0,4235.58454917265,0.008471169098345301,44484.61810142579
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 12:00:00+00:00,2026-06-05 09:00:00,-1,4504.26,4464.965,39.29500000000007,1.1386518770872598,111.00602540705908,500000.0,4235.58454917265,0.008471169098345301,48720.20265059844
GDXJ_60m_divergence_follow_w12_q0.85_all_h8_cost2.0,GDXJ,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,49575.70552399435
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-04 11:00:00+00:00,2026-06-05 10:00:00,-1,4511.525,4466.785,44.73999999999978,1.1516972148571878,110.8272701580951,500000.0,4830.772608501848,0.009661545217003695,54406.478132496195
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2026-06-04 11:00:00+00:00,2026-06-05 10:00:00,-1,4511.525,4466.785,44.73999999999978,1.1516972148571878,110.8272701580951,500000.0,4830.772608501848,0.009661545217003695,59237.250740998046
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 13:00:00+00:00,2026-06-05 10:00:00,-1,4495.9,4466.785,29.11499999999978,1.153865247988896,111.21243799906583,500000.0,3109.6259649915355,0.006219251929983071,62346.87670598958
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 13:00:00+00:00,2026-06-05 10:00:00,-1,4495.9,4466.785,29.11499999999978,1.153865247988896,111.21243799906583,500000.0,3109.6259649915355,0.006219251929983071,65456.50267098112
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-05 02:00:00+00:00,2026-06-05 10:00:00,-1,4440.69,4466.785,-26.095000000000255,1.2758874904704312,112.5951147231624,500000.0,-3081.8282170643174,-0.006163656434128635,62374.67445391681
GDXJ_60m_divergence_follow_w12_q0.85_all_h8_cost2.0,GDXJ,2026-06-04 11:00:00+00:00,2026-06-05 10:00:00,-1,4511.525,4466.785,44.73999999999978,1.1516972148571878,110.8272701580951,500000.0,4830.772608501848,0.009661545217003695,67205.44706241865
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2026-06-04 12:00:00+00:00,2026-06-05 11:00:00,-1,4504.26,4470.275,33.98500000000058,1.1386518770872598,111.00602540705908,500000.0,3646.1425542612233,0.007292285108522447,70851.58961667988
