time,EEM
2026-03-25 18:55:00+00:00,57.415000915527344
2026-03-25 19:00:00+00:00,57.36000061035156
2026-03-25 19:05:00+00:00,57.34000015258789
2026-03-25 19:10:00+00:00,57.39500045776367
2026-03-25 19:15:00+00:00,57.44150161743164
2026-03-25 19:20:00+00:00,57.45500183105469
2026-03-25 19:25:00+00:00,57.404998779296875
2026-03-25 19:30:00+00:00,57.36000061035156
2026-03-25 19:35:00+00:00,57.36000061035156
2026-03-25 19:40:00+00:00,57.38999938964844
2026-03-25 19:45:00+00:00,57.375
2026-03-25 19:50:00+00:00,57.404998779296875
2026-03-25 19:55:00+00:00,57.43000030517578
2026-03-25 20:00:00+00:00,57.42
2026-03-25 20:05:00+00:00,57.4
2026-03-25 20:10:00+00:00,57.43
2026-03-25 20:15:00+00:00,57.45
2026-03-25 20:20:00+00:00,57.49
2026-03-25 20:25:00+00:00,57.44
2026-03-25 20:35:00+00:00,57.3963
2026-03-25 20:40:00+00:00,57.3963
2026-03-25 20:45:00+00:00,57.3853
2026-03-25 20:50:00+00:00,57.43
2026-03-25 20:55:00+00:00,57.43
2026-03-25 21:00:00+00:00,57.47
2026-03-25 21:05:00+00:00,57.48
2026-03-25 21:10:00+00:00,57.6
2026-03-25 21:15:00+00:00,57.54
2026-03-25 21:20:00+00:00,57.35
2026-03-25 21:25:00+00:00,57.35
2026-03-25 21:30:00+00:00,57.35
2026-03-25 21:35:00+00:00,57.35
2026-03-25 21:40:00+00:00,57.3
2026-03-25 21:50:00+00:00,57.3
2026-03-25 21:55:00+00:00,57.3
2026-03-25 22:00:00+00:00,57.29
2026-03-25 22:05:00+00:00,57.2
2026-03-25 22:10:00+00:00,57.29
2026-03-25 22:15:00+00:00,57.16
2026-03-25 22:25:00+00:00,57.16
2026-03-25 23:00:00+00:00,57.25
2026-03-25 23:10:00+00:00,57.25
2026-03-25 23:15:00+00:00,57.0
2026-03-25 23:20:00+00:00,57.2764
2026-03-25 23:25:00+00:00,57.2764
2026-03-25 23:30:00+00:00,57.28
2026-03-25 23:35:00+00:00,57.28
2026-03-25 23:40:00+00:00,57.28
2026-03-25 23:45:00+00:00,57.2769
2026-03-25 23:50:00+00:00,57.27
2026-03-25 23:55:00+00:00,57.28
2026-03-26 08:00:00+00:00,56.66
2026-03-26 08:10:00+00:00,56.55
2026-03-26 08:15:00+00:00,56.5
2026-03-26 08:25:00+00:00,56.5
2026-03-26 08:30:00+00:00,56.5
2026-03-26 08:40:00+00:00,56.5
2026-03-26 08:50:00+00:00,56.51
2026-03-26 08:55:00+00:00,56.55
2026-03-26 09:00:00+00:00,56.46
2026-03-26 09:05:00+00:00,56.5
2026-03-26 09:10:00+00:00,56.5
2026-03-26 09:15:00+00:00,56.48
2026-03-26 09:20:00+00:00,56.42
2026-03-26 09:25:00+00:00,56.4
2026-03-26 09:30:00+00:00,56.35
2026-03-26 09:40:00+00:00,56.35
2026-03-26 09:45:00+00:00,56.3
2026-03-26 09:55:00+00:00,56.3
2026-03-26 10:05:00+00:00,56.42
2026-03-26 10:10:00+00:00,56.42
2026-03-26 10:15:00+00:00,56.42
2026-03-26 10:20:00+00:00,56.42
2026-03-26 10:25:00+00:00,56.42
2026-03-26 10:40:00+00:00,56.42
2026-03-26 10:45:00+00:00,56.5
2026-03-26 10:55:00+00:00,56.5
2026-03-26 11:00:00+00:00,56.43
2026-03-26 11:05:00+00:00,56.42
2026-03-26 11:10:00+00:00,56.43
2026-03-26 11:15:00+00:00,56.47
2026-03-26 11:20:00+00:00,56.36
2026-03-26 11:25:00+00:00,56.28
2026-03-26 11:30:00+00:00,56.35
2026-03-26 11:40:00+00:00,56.34
2026-03-26 11:45:00+00:00,56.3
2026-03-26 11:50:00+00:00,56.28
2026-03-26 11:55:00+00:00,56.18
2026-03-26 12:00:00+00:00,56.1
2026-03-26 12:05:00+00:00,56.3
2026-03-26 12:10:00+00:00,56.3
2026-03-26 12:15:00+00:00,56.36
2026-03-26 12:20:00+00:00,56.191
2026-03-26 12:25:00+00:00,56.26
2026-03-26 12:30:00+00:00,56.29
2026-03-26 12:35:00+00:00,56.25
2026-03-26 12:40:00+00:00,56.2
2026-03-26 12:45:00+00:00,56.23
2026-03-26 12:50:00+00:00,56.2308
2026-03-26 12:55:00+00:00,56.23
2026-03-26 13:00:00+00:00,56.27
2026-03-26 13:05:00+00:00,56.22
2026-03-26 13:10:00+00:00,56.3
2026-03-26 13:30:00+00:00,56.349998474121094
2026-03-26 13:35:00+00:00,56.165000915527344
2026-03-26 13:40:00+00:00,56.3849983215332
2026-03-26 13:45:00+00:00,56.400001525878906
2026-03-26 13:50:00+00:00,56.5099983215332
2026-03-26 13:55:00+00:00,56.435001373291016
2026-03-26 14:00:00+00:00,56.375
2026-03-26 14:05:00+00:00,56.38999938964844
2026-03-26 14:10:00+00:00,56.55730056762695
2026-03-26 14:15:00+00:00,56.529998779296875
2026-03-26 14:20:00+00:00,56.5
2026-03-26 14:25:00+00:00,56.439998626708984
2026-03-26 14:30:00+00:00,56.58000183105469
2026-03-26 14:35:00+00:00,56.53499984741211
2026-03-26 14:40:00+00:00,56.33000183105469
2026-03-26 14:45:00+00:00,56.29999923706055
2026-03-26 14:50:00+00:00,56.125
2026-03-26 14:55:00+00:00,56.2599983215332
2026-03-26 15:00:00+00:00,56.2599983215332
2026-03-26 15:05:00+00:00,56.2599983215332
2026-03-26 15:10:00+00:00,56.26499938964844
2026-03-26 15:15:00+00:00,56.20000076293945
2026-03-26 15:20:00+00:00,56.22999954223633
2026-03-26 15:25:00+00:00,56.2400016784668
2026-03-26 15:30:00+00:00,56.13999938964844
2026-03-26 15:35:00+00:00,56.1349983215332
2026-03-26 15:40:00+00:00,56.12580108642578
2026-03-26 15:45:00+00:00,56.22999954223633
2026-03-26 15:50:00+00:00,56.2599983215332
2026-03-26 15:55:00+00:00,56.209999084472656
2026-03-26 16:00:00+00:00,56.18000030517578
2026-03-26 16:05:00+00:00,56.20000076293945
2026-03-26 16:10:00+00:00,56.21500015258789
2026-03-26 16:15:00+00:00,56.119998931884766
2026-03-26 16:20:00+00:00,56.029998779296875
2026-03-26 16:25:00+00:00,55.96500015258789
2026-03-26 16:30:00+00:00,55.95000076293945
2026-03-26 16:35:00+00:00,55.88999938964844
2026-03-26 16:40:00+00:00,55.880001068115234
2026-03-26 16:45:00+00:00,55.83000183105469
2026-03-26 16:50:00+00:00,55.875
2026-03-26 16:55:00+00:00,55.875
2026-03-26 17:00:00+00:00,55.880001068115234
2026-03-26 17:05:00+00:00,55.875
2026-03-26 17:10:00+00:00,55.82500076293945
2026-03-26 17:15:00+00:00,55.84000015258789
2026-03-26 17:20:00+00:00,55.76499938964844
2026-03-26 17:25:00+00:00,55.77000045776367
2026-03-26 17:30:00+00:00,55.834999084472656
2026-03-26 17:35:00+00:00,55.790000915527344
2026-03-26 17:40:00+00:00,55.720001220703125
2026-03-26 17:45:00+00:00,55.690101623535156
2026-03-26 17:50:00+00:00,55.654998779296875
2026-03-26 17:55:00+00:00,55.625
2026-03-26 18:00:00+00:00,55.67499923706055
2026-03-26 18:05:00+00:00,55.70500183105469
2026-03-26 18:10:00+00:00,55.685001373291016
2026-03-26 18:15:00+00:00,55.665000915527344
2026-03-26 18:20:00+00:00,55.65999984741211
2026-03-26 18:25:00+00:00,55.60499954223633
2026-03-26 18:30:00+00:00,55.689998626708984
2026-03-26 18:35:00+00:00,55.744998931884766
2026-03-26 18:40:00+00:00,55.7400016784668
2026-03-26 18:45:00+00:00,55.76499938964844
2026-03-26 18:50:00+00:00,55.814998626708984
2026-03-26 18:55:00+00:00,55.814998626708984
2026-03-26 19:00:00+00:00,55.70000076293945
2026-03-26 19:05:00+00:00,55.63999938964844
2026-03-26 19:10:00+00:00,55.6150016784668
2026-03-26 19:15:00+00:00,55.654998779296875
2026-03-26 19:20:00+00:00,55.625
2026-03-26 19:25:00+00:00,55.60499954223633
2026-03-26 19:30:00+00:00,55.57500076293945
2026-03-26 19:35:00+00:00,55.60499954223633
2026-03-26 19:40:00+00:00,55.560001373291016
2026-03-26 19:45:00+00:00,55.54999923706055
2026-03-26 19:50:00+00:00,55.505001068115234
2026-03-26 19:55:00+00:00,55.45000076293945
2026-03-26 20:00:00+00:00,55.47
2026-03-26 20:05:00+00:00,55.47
2026-03-26 20:10:00+00:00,55.88
2026-03-26 20:15:00+00:00,55.77
2026-03-26 20:20:00+00:00,55.82
2026-03-26 20:25:00+00:00,55.71
2026-03-26 20:30:00+00:00,55.79
2026-03-26 20:35:00+00:00,55.875
2026-03-26 20:40:00+00:00,55.803
2026-03-26 20:50:00+00:00,55.78
2026-03-26 20:55:00+00:00,55.47
2026-03-26 21:00:00+00:00,55.7087
2026-03-26 21:05:00+00:00,55.6
2026-03-26 21:10:00+00:00,55.6752
2026-03-26 21:15:00+00:00,55.62
2026-03-26 21:25:00+00:00,55.47
2026-03-26 21:30:00+00:00,55.138
2026-03-26 21:40:00+00:00,55.61
2026-03-26 21:55:00+00:00,55.62
2026-03-26 22:00:00+00:00,55.72
2026-03-26 22:05:00+00:00,55.6342
2026-03-26 22:10:00+00:00,55.64
2026-03-26 22:20:00+00:00,55.62
2026-03-26 22:25:00+00:00,55.62
2026-03-26 22:35:00+00:00,55.47
2026-03-26 22:40:00+00:00,55.47
2026-03-26 22:45:00+00:00,55.72
2026-03-26 22:55:00+00:00,55.72
2026-03-26 23:05:00+00:00,55.63
2026-03-26 23:10:00+00:00,55.7027
2026-03-26 23:25:00+00:00,55.7027
2026-03-26 23:40:00+00:00,55.6782
2026-03-26 23:45:00+00:00,55.7
2026-03-26 23:50:00+00:00,55.6
2026-03-26 23:55:00+00:00,55.72
2026-03-27 08:00:00+00:00,55.89
2026-03-27 08:15:00+00:00,55.84
2026-03-27 08:20:00+00:00,55.86
2026-03-27 08:25:00+00:00,55.86
2026-03-27 08:30:00+00:00,55.86
2026-03-27 08:45:00+00:00,55.86
2026-03-27 09:00:00+00:00,55.64
2026-03-27 09:10:00+00:00,55.54
2026-03-27 09:15:00+00:00,55.54
2026-03-27 09:20:00+00:00,55.62
2026-03-27 09:30:00+00:00,55.74
2026-03-27 09:45:00+00:00,55.58
2026-03-27 10:00:00+00:00,55.58
2026-03-27 10:15:00+00:00,55.56
2026-03-27 10:20:00+00:00,55.59
2026-03-27 10:30:00+00:00,55.59
2026-03-27 10:40:00+00:00,55.59
2026-03-27 10:45:00+00:00,55.47
2026-03-27 10:50:00+00:00,55.46
2026-03-27 10:55:00+00:00,55.43
2026-03-27 11:00:00+00:00,55.4
2026-03-27 11:05:00+00:00,55.43
2026-03-27 11:10:00+00:00,55.39
2026-03-27 11:15:00+00:00,55.39
2026-03-27 11:20:00+00:00,55.4
2026-03-27 11:25:00+00:00,55.43
2026-03-27 11:30:00+00:00,55.44
2026-03-27 11:40:00+00:00,55.42
2026-03-27 11:45:00+00:00,55.46
2026-03-27 11:50:00+00:00,55.48
2026-03-27 11:55:00+00:00,55.47
2026-03-27 12:00:00+00:00,55.38
2026-03-27 12:05:00+00:00,55.3
2026-03-27 12:10:00+00:00,55.35
2026-03-27 12:15:00+00:00,55.38
2026-03-27 12:20:00+00:00,55.35
2026-03-27 12:25:00+00:00,55.36
2026-03-27 12:30:00+00:00,55.34
2026-03-27 12:35:00+00:00,55.35
2026-03-27 12:40:00+00:00,55.36
2026-03-27 12:45:00+00:00,55.36
2026-03-27 12:50:00+00:00,55.38
2026-03-27 12:55:00+00:00,55.37
2026-03-27 13:00:00+00:00,55.35
2026-03-27 13:05:00+00:00,55.2613
2026-03-27 13:10:00+00:00,55.26
2026-03-27 13:30:00+00:00,55.2599983215332
2026-03-27 13:35:00+00:00,55.43000030517578
2026-03-27 13:40:00+00:00,55.380001068115234
2026-03-27 13:45:00+00:00,55.52000045776367
2026-03-27 13:50:00+00:00,55.310001373291016
2026-03-27 13:55:00+00:00,55.189998626708984
2026-03-27 14:00:00+00:00,55.2599983215332
2026-03-27 14:05:00+00:00,55.22999954223633
2026-03-27 14:10:00+00:00,55.290000915527344
2026-03-27 14:15:00+00:00,55.40999984741211
2026-03-27 14:20:00+00:00,55.334999084472656
2026-03-27 14:25:00+00:00,55.2400016784668
2026-03-27 14:30:00+00:00,55.31999969482422
2026-03-27 14:35:00+00:00,55.20500183105469
2026-03-27 14:40:00+00:00,55.220001220703125
2026-03-27 14:45:00+00:00,55.36000061035156
2026-03-27 14:50:00+00:00,55.290000915527344
2026-03-27 14:55:00+00:00,55.404998779296875
2026-03-27 15:00:00+00:00,55.5099983215332
2026-03-27 15:05:00+00:00,55.45500183105469
2026-03-27 15:10:00+00:00,55.415000915527344
2026-03-27 15:15:00+00:00,55.36000061035156
2026-03-27 15:20:00+00:00,55.5
2026-03-27 15:25:00+00:00,55.56999969482422
2026-03-27 15:30:00+00:00,55.70500183105469
2026-03-27 15:35:00+00:00,55.61000061035156
2026-03-27 15:40:00+00:00,55.55500030517578
2026-03-27 15:45:00+00:00,55.560001373291016
2026-03-27 15:50:00+00:00,55.52000045776367
2026-03-27 15:55:00+00:00,55.45500183105469
2026-03-27 16:00:00+00:00,55.46500015258789
2026-03-27 16:05:00+00:00,55.39500045776367
2026-03-27 16:10:00+00:00,55.39500045776367
2026-03-27 16:15:00+00:00,55.3849983215332
2026-03-27 16:20:00+00:00,55.380001068115234
2026-03-27 16:25:00+00:00,55.369998931884766
2026-03-27 16:30:00+00:00,55.34000015258789
2026-03-27 16:35:00+00:00,55.29999923706055
2026-03-27 16:40:00+00:00,55.3849983215332
2026-03-27 16:45:00+00:00,55.470001220703125
2026-03-27 16:50:00+00:00,55.40999984741211
2026-03-27 16:55:00+00:00,55.35499954223633
2026-03-27 17:00:00+00:00,55.334999084472656
2026-03-27 17:05:00+00:00,55.334999084472656
2026-03-27 17:10:00+00:00,55.310001373291016
2026-03-27 17:15:00+00:00,55.25
2026-03-27 17:20:00+00:00,55.224998474121094
2026-03-27 17:25:00+00:00,55.119998931884766
2026-03-27 17:30:00+00:00,55.150001525878906
2026-03-27 17:35:00+00:00,55.150001525878906
2026-03-27 17:40:00+00:00,55.07500076293945
2026-03-27 17:45:00+00:00,55.09000015258789
2026-03-27 17:50:00+00:00,55.1150016784668
2026-03-27 17:55:00+00:00,55.09000015258789
2026-03-27 18:00:00+00:00,55.09000015258789
2026-03-27 18:05:00+00:00,55.064998626708984
2026-03-27 18:10:00+00:00,55.03499984741211
2026-03-27 18:15:00+00:00,55.130001068115234
2026-03-27 18:20:00+00:00,55.08000183105469
2026-03-27 18:25:00+00:00,55.09000015258789
2026-03-27 18:30:00+00:00,55.11000061035156
2026-03-27 18:35:00+00:00,55.154998779296875
2026-03-27 18:40:00+00:00,55.165000915527344
2026-03-27 18:45:00+00:00,55.130001068115234
2026-03-27 18:50:00+00:00,55.1150016784668
2026-03-27 18:55:00+00:00,55.13999938964844
2026-03-27 19:00:00+00:00,55.08000183105469
2026-03-27 19:05:00+00:00,55.04999923706055
2026-03-27 19:10:00+00:00,55.099998474121094
2026-03-27 19:15:00+00:00,55.150001525878906
2026-03-27 19:20:00+00:00,55.1349983215332
2026-03-27 19:25:00+00:00,55.1150016784668
2026-03-27 19:30:00+00:00,55.18000030517578
2026-03-27 19:35:00+00:00,55.125
2026-03-27 19:40:00+00:00,55.06999969482422
2026-03-27 19:45:00+00:00,55.09000015258789
2026-03-27 19:50:00+00:00,55.14500045776367
2026-03-27 19:55:00+00:00,55.189998626708984
2026-03-27 20:00:00+00:00,55.1706
2026-03-27 20:10:00+00:00,55.16
2026-03-27 20:15:00+00:00,55.16
2026-03-27 20:20:00+00:00,55.05
2026-03-27 20:25:00+00:00,55.0091
2026-03-27 20:30:00+00:00,55.1008
2026-03-27 20:35:00+00:00,55.1
2026-03-27 20:40:00+00:00,55.114
2026-03-27 20:45:00+00:00,55.1
2026-03-27 20:50:00+00:00,55.14
2026-03-27 20:55:00+00:00,55.13
2026-03-27 21:00:00+00:00,55.13
2026-03-27 21:05:00+00:00,55.36
2026-03-27 21:10:00+00:00,55.05
2026-03-27 21:15:00+00:00,55.12
2026-03-27 21:20:00+00:00,55.1
2026-03-27 21:25:00+00:00,55.02
2026-03-27 21:30:00+00:00,55.02
2026-03-27 21:35:00+00:00,55.03
2026-03-27 21:40:00+00:00,55.03
2026-03-27 21:55:00+00:00,55.1
2026-03-27 22:10:00+00:00,55.1
2026-03-27 22:20:00+00:00,55.4
2026-03-27 22:55:00+00:00,55.03
2026-03-27 23:00:00+00:00,55.03
2026-03-27 23:05:00+00:00,55.03
2026-03-27 23:10:00+00:00,54.5501
2026-03-27 23:15:00+00:00,55.0
2026-03-27 23:20:00+00:00,55.185
2026-03-27 23:30:00+00:00,55.21
2026-03-27 23:35:00+00:00,55.4
2026-03-27 23:50:00+00:00,54.9417
2026-03-27 23:55:00+00:00,54.93
2026-03-30 08:00:00+00:00,55.38
2026-03-30 08:10:00+00:00,55.42
2026-03-30 08:15:00+00:00,55.4
2026-03-30 08:20:00+00:00,55.37
2026-03-30 08:25:00+00:00,55.28
2026-03-30 08:30:00+00:00,55.28
2026-03-30 08:45:00+00:00,55.48
2026-03-30 09:00:00+00:00,55.48
2026-03-30 09:15:00+00:00,55.29
2026-03-30 09:30:00+00:00,55.29
2026-03-30 09:40:00+00:00,55.36
2026-03-30 09:45:00+00:00,55.36
2026-03-30 09:55:00+00:00,55.35
2026-03-30 10:00:00+00:00,55.35
2026-03-30 10:15:00+00:00,55.25
2026-03-30 10:20:00+00:00,55.2
2026-03-30 10:25:00+00:00,55.1812
2026-03-30 10:30:00+00:00,55.31
2026-03-30 10:40:00+00:00,55.32
2026-03-30 10:45:00+00:00,55.32
2026-03-30 10:50:00+00:00,55.32
2026-03-30 11:00:00+00:00,55.2
2026-03-30 11:10:00+00:00,55.21
2026-03-30 11:20:00+00:00,55.4
2026-03-30 11:25:00+00:00,55.67
2026-03-30 11:30:00+00:00,55.593
2026-03-30 11:35:00+00:00,55.5709
2026-03-30 11:45:00+00:00,55.55
2026-03-30 11:50:00+00:00,55.49
2026-03-30 11:55:00+00:00,55.38
2026-03-30 12:00:00+00:00,55.4
2026-03-30 12:05:00+00:00,55.42
2026-03-30 12:10:00+00:00,55.39
2026-03-30 12:15:00+00:00,55.4
2026-03-30 12:20:00+00:00,55.44
2026-03-30 12:25:00+00:00,55.48
2026-03-30 12:30:00+00:00,55.5
2026-03-30 12:35:00+00:00,55.43
2026-03-30 12:40:00+00:00,55.53
2026-03-30 12:45:00+00:00,55.56
2026-03-30 12:50:00+00:00,55.52
2026-03-30 12:55:00+00:00,55.49
2026-03-30 13:00:00+00:00,55.57
2026-03-30 13:05:00+00:00,55.48
2026-03-30 13:10:00+00:00,55.5522
2026-03-30 13:30:00+00:00,55.339900970458984
2026-03-30 13:35:00+00:00,55.275001525878906
2026-03-30 13:40:00+00:00,55.16999816894531
2026-03-30 13:45:00+00:00,55.04999923706055
2026-03-30 13:50:00+00:00,54.959999084472656
2026-03-30 13:55:00+00:00,54.88999938964844
2026-03-30 14:00:00+00:00,55.005001068115234
2026-03-30 14:05:00+00:00,55.0099983215332
2026-03-30 14:10:00+00:00,55.099998474121094
2026-03-30 14:15:00+00:00,55.0
2026-03-30 14:20:00+00:00,55.0099983215332
2026-03-30 14:25:00+00:00,54.93000030517578
2026-03-30 14:30:00+00:00,54.939998626708984
2026-03-30 14:35:00+00:00,54.970001220703125
2026-03-30 14:40:00+00:00,54.850101470947266
2026-03-30 14:45:00+00:00,54.95000076293945
2026-03-30 14:50:00+00:00,55.05500030517578
2026-03-30 14:55:00+00:00,55.1349983215332
2026-03-30 15:00:00+00:00,55.26499938964844
2026-03-30 15:05:00+00:00,55.125
2026-03-30 15:10:00+00:00,55.060001373291016
2026-03-30 15:15:00+00:00,55.06999969482422
2026-03-30 15:20:00+00:00,55.119998931884766
2026-03-30 15:25:00+00:00,55.095001220703125
2026-03-30 15:30:00+00:00,55.23500061035156
2026-03-30 15:35:00+00:00,55.224998474121094
2026-03-30 15:40:00+00:00,55.30500030517578
2026-03-30 15:45:00+00:00,55.275001525878906
2026-03-30 15:50:00+00:00,55.279998779296875
2026-03-30 15:55:00+00:00,55.189998626708984
2026-03-30 16:00:00+00:00,55.08000183105469
2026-03-30 16:05:00+00:00,55.040000915527344
2026-03-30 16:10:00+00:00,55.06909942626953
2026-03-30 16:15:00+00:00,55.03499984741211
2026-03-30 16:20:00+00:00,54.9900016784668
2026-03-30 16:25:00+00:00,54.92499923706055
2026-03-30 16:30:00+00:00,54.95500183105469
2026-03-30 16:35:00+00:00,55.0099983215332
2026-03-30 16:40:00+00:00,54.9900016784668
2026-03-30 16:45:00+00:00,54.959999084472656
2026-03-30 16:50:00+00:00,54.959999084472656
2026-03-30 16:55:00+00:00,54.959999084472656
2026-03-30 17:00:00+00:00,54.900001525878906
2026-03-30 17:05:00+00:00,54.935001373291016
2026-03-30 17:10:00+00:00,54.79999923706055
2026-03-30 17:15:00+00:00,54.76499938964844
2026-03-30 17:20:00+00:00,54.71500015258789
2026-03-30 17:25:00+00:00,54.67499923706055
2026-03-30 17:30:00+00:00,54.6349983215332
2026-03-30 17:35:00+00:00,54.72999954223633
2026-03-30 17:40:00+00:00,54.775001525878906
2026-03-30 17:45:00+00:00,54.72999954223633
2026-03-30 17:50:00+00:00,54.724998474121094
2026-03-30 17:55:00+00:00,54.709999084472656
2026-03-30 18:00:00+00:00,54.689998626708984
2026-03-30 18:05:00+00:00,54.689998626708984
2026-03-30 18:10:00+00:00,54.77000045776367
2026-03-30 18:15:00+00:00,54.779998779296875
2026-03-30 18:20:00+00:00,54.709999084472656
2026-03-30 18:25:00+00:00,54.66999816894531
2026-03-30 18:30:00+00:00,54.69499969482422
2026-03-30 18:35:00+00:00,54.66999816894531
2026-03-30 18:40:00+00:00,54.66999816894531
2026-03-30 18:45:00+00:00,54.67499923706055
2026-03-30 18:50:00+00:00,54.62990188598633
2026-03-30 18:55:00+00:00,54.599998474121094
2026-03-30 19:00:00+00:00,54.599998474121094
2026-03-30 19:05:00+00:00,54.51499938964844
2026-03-30 19:10:00+00:00,54.45000076293945
2026-03-30 19:15:00+00:00,54.47999954223633
2026-03-30 19:20:00+00:00,54.48500061035156
2026-03-30 19:25:00+00:00,54.474998474121094
2026-03-30 19:30:00+00:00,54.4900016784668
2026-03-30 19:35:00+00:00,54.619998931884766
2026-03-30 19:40:00+00:00,54.619998931884766
2026-03-30 19:45:00+00:00,54.59000015258789
2026-03-30 19:50:00+00:00,54.654998779296875
2026-03-30 19:55:00+00:00,54.77000045776367
2026-03-30 20:00:00+00:00,54.75
2026-03-30 20:05:00+00:00,54.67
