time,SLV
2023-08-01 19:30:00+00:00,22.290000915527344
2023-08-01 20:00:00+00:00,22.29
2023-08-01 21:00:00+00:00,22.34
2023-08-01 22:00:00+00:00,22.36
2023-08-01 23:00:00+00:00,22.39
2023-08-02 08:00:00+00:00,22.33
2023-08-02 09:00:00+00:00,22.32
2023-08-02 10:00:00+00:00,22.3
2023-08-02 11:00:00+00:00,22.4
2023-08-02 12:00:00+00:00,22.33
2023-08-02 13:00:00+00:00,22.14
2023-08-02 13:30:00+00:00,21.790000915527344
2023-08-02 14:30:00+00:00,21.7450008392334
2023-08-02 15:30:00+00:00,21.739999771118164
2023-08-02 16:30:00+00:00,21.80769920349121
2023-08-02 17:30:00+00:00,21.775699615478516
2023-08-02 18:30:00+00:00,21.764999389648438
2023-08-02 19:30:00+00:00,21.7549991607666
2023-08-02 20:00:00+00:00,21.76
2023-08-02 21:00:00+00:00,21.74
2023-08-02 22:00:00+00:00,21.75
2023-08-02 23:00:00+00:00,21.76
2023-08-03 08:00:00+00:00,21.62
2023-08-03 09:00:00+00:00,21.62
2023-08-03 10:00:00+00:00,21.62
2023-08-03 11:00:00+00:00,21.62
2023-08-03 12:00:00+00:00,21.56
2023-08-03 13:00:00+00:00,21.61
2023-08-03 13:30:00+00:00,21.700000762939453
2023-08-03 14:30:00+00:00,21.709999084472656
2023-08-03 15:30:00+00:00,21.640100479125977
2023-08-03 16:30:00+00:00,21.655000686645508
2023-08-03 17:30:00+00:00,21.6299991607666
2023-08-03 18:30:00+00:00,21.610000610351562
2023-08-03 19:30:00+00:00,21.6299991607666
2023-08-03 20:00:00+00:00,21.625
2023-08-03 21:00:00+00:00,21.62
2023-08-03 22:00:00+00:00,21.7
2023-08-03 23:00:00+00:00,21.66
2023-08-04 08:00:00+00:00,21.53
2023-08-04 09:00:00+00:00,21.52
2023-08-04 10:00:00+00:00,21.55
2023-08-04 11:00:00+00:00,21.53
2023-08-04 12:00:00+00:00,21.46
2023-08-04 13:00:00+00:00,21.72
2023-08-04 13:30:00+00:00,21.670000076293945
2023-08-04 14:30:00+00:00,21.640100479125977
2023-08-04 15:30:00+00:00,21.71500015258789
2023-08-04 16:30:00+00:00,21.65999984741211
2023-08-04 17:30:00+00:00,21.635000228881836
2023-08-04 18:30:00+00:00,21.655000686645508
2023-08-04 19:30:00+00:00,21.659900665283203
2023-08-04 20:00:00+00:00,21.69
2023-08-04 21:00:00+00:00,21.67
2023-08-04 22:00:00+00:00,21.66
2023-08-04 23:00:00+00:00,21.63
2023-08-07 08:00:00+00:00,21.53
2023-08-07 09:00:00+00:00,21.54
2023-08-07 10:00:00+00:00,21.46
2023-08-07 11:00:00+00:00,21.47
2023-08-07 12:00:00+00:00,21.5
2023-08-07 13:00:00+00:00,21.58
2023-08-07 13:30:00+00:00,21.350000381469727
2023-08-07 14:30:00+00:00,21.25510025024414
2023-08-07 15:30:00+00:00,21.225000381469727
2023-08-07 16:30:00+00:00,21.240100860595703
2023-08-07 17:30:00+00:00,21.229999542236328
2023-08-07 18:30:00+00:00,21.204999923706055
2023-08-07 19:30:00+00:00,21.200000762939453
2023-08-07 20:00:00+00:00,21.22
2023-08-07 21:00:00+00:00,21.22
2023-08-07 22:00:00+00:00,21.22
2023-08-07 23:00:00+00:00,21.22
2023-08-08 08:00:00+00:00,21.18
2023-08-08 09:00:00+00:00,21.2
2023-08-08 10:00:00+00:00,21.18
2023-08-08 11:00:00+00:00,21.12
2023-08-08 12:00:00+00:00,20.99
2023-08-08 13:00:00+00:00,20.96
2023-08-08 13:30:00+00:00,20.90959930419922
2023-08-08 14:30:00+00:00,20.8700008392334
2023-08-08 15:30:00+00:00,20.895000457763672
2023-08-08 16:30:00+00:00,20.8799991607666
2023-08-08 17:30:00+00:00,20.89590072631836
2023-08-08 18:30:00+00:00,20.905000686645508
2023-08-08 19:30:00+00:00,20.889999389648438
2023-08-08 20:00:00+00:00,20.895
2023-08-08 21:00:00+00:00,20.91
2023-08-08 22:00:00+00:00,20.895
2023-08-08 23:00:00+00:00,20.89
2023-08-09 08:00:00+00:00,20.9
2023-08-09 09:00:00+00:00,20.91
2023-08-09 10:00:00+00:00,20.85
2023-08-09 11:00:00+00:00,20.84
2023-08-09 12:00:00+00:00,20.8
2023-08-09 13:00:00+00:00,20.86
2023-08-09 13:30:00+00:00,20.902000427246094
2023-08-09 14:30:00+00:00,20.790000915527344
2023-08-09 15:30:00+00:00,20.799999237060547
2023-08-09 16:30:00+00:00,20.809999465942383
2023-08-09 17:30:00+00:00,20.815000534057617
2023-08-09 18:30:00+00:00,20.81999969482422
2023-08-09 19:30:00+00:00,20.809999465942383
2023-08-09 20:00:00+00:00,20.79
2023-08-09 21:00:00+00:00,20.8
2023-08-09 22:00:00+00:00,20.81
2023-08-09 23:00:00+00:00,20.83
2023-08-10 08:00:00+00:00,20.95
2023-08-10 09:00:00+00:00,20.9
2023-08-10 10:00:00+00:00,20.93
2023-08-10 11:00:00+00:00,20.89
2023-08-10 12:00:00+00:00,20.86
2023-08-10 13:00:00+00:00,20.89
2023-08-10 13:30:00+00:00,20.895999908447266
2023-08-10 14:30:00+00:00,20.889999389648438
2023-08-10 15:30:00+00:00,20.949899673461914
2023-08-10 16:30:00+00:00,20.8700008392334
2023-08-10 17:30:00+00:00,20.834999084472656
2023-08-10 18:30:00+00:00,20.860000610351562
2023-08-10 19:30:00+00:00,20.829999923706055
2023-08-10 20:00:00+00:00,20.83
2023-08-10 21:00:00+00:00,20.84
2023-08-10 22:00:00+00:00,20.84
2023-08-10 23:00:00+00:00,20.81
2023-08-11 08:00:00+00:00,20.87
2023-08-11 09:00:00+00:00,20.85
2023-08-11 10:00:00+00:00,20.83
2023-08-11 11:00:00+00:00,20.84
2023-08-11 12:00:00+00:00,20.87
2023-08-11 13:00:00+00:00,20.81
2023-08-11 13:30:00+00:00,20.91029930114746
2023-08-11 14:30:00+00:00,20.832399368286133
2023-08-11 15:30:00+00:00,20.80500030517578
2023-08-11 16:30:00+00:00,20.815000534057617
2023-08-11 17:30:00+00:00,20.780000686645508
2023-08-11 18:30:00+00:00,20.78499984741211
2023-08-11 19:30:00+00:00,20.799999237060547
2023-08-11 20:00:00+00:00,20.8109
2023-08-11 21:00:00+00:00,20.81
2023-08-11 22:00:00+00:00,20.81
2023-08-11 23:00:00+00:00,20.82
2023-08-14 08:00:00+00:00,20.86
2023-08-14 09:00:00+00:00,20.83
2023-08-14 10:00:00+00:00,20.84
2023-08-14 11:00:00+00:00,20.81
2023-08-14 12:00:00+00:00,20.72
2023-08-14 13:00:00+00:00,20.77
2023-08-14 13:30:00+00:00,20.709999084472656
2023-08-14 14:30:00+00:00,20.735000610351562
2023-08-14 15:30:00+00:00,20.790000915527344
2023-08-14 16:30:00+00:00,20.790000915527344
2023-08-14 17:30:00+00:00,20.729999542236328
2023-08-14 18:30:00+00:00,20.704999923706055
2023-08-14 19:30:00+00:00,20.719999313354492
2023-08-14 20:00:00+00:00,20.72
2023-08-14 21:00:00+00:00,20.75
2023-08-14 22:00:00+00:00,20.74
2023-08-14 23:00:00+00:00,20.73
2023-08-15 08:00:00+00:00,20.63
2023-08-15 09:00:00+00:00,20.66
2023-08-15 10:00:00+00:00,20.585
2023-08-15 11:00:00+00:00,20.53
2023-08-15 12:00:00+00:00,20.56
2023-08-15 13:00:00+00:00,20.7218
2023-08-15 13:30:00+00:00,20.67060089111328
2023-08-15 14:30:00+00:00,20.7450008392334
2023-08-15 15:30:00+00:00,20.700000762939453
2023-08-15 16:30:00+00:00,20.71769905090332
2023-08-15 17:30:00+00:00,20.704999923706055
2023-08-15 18:30:00+00:00,20.65999984741211
2023-08-15 19:30:00+00:00,20.670000076293945
2023-08-15 20:00:00+00:00,20.66
2023-08-15 21:00:00+00:00,20.655
2023-08-15 22:00:00+00:00,20.66
2023-08-15 23:00:00+00:00,20.69
2023-08-16 08:00:00+00:00,20.86
2023-08-16 09:00:00+00:00,20.86
2023-08-16 10:00:00+00:00,20.84
2023-08-16 11:00:00+00:00,20.81
2023-08-16 12:00:00+00:00,20.74
2023-08-16 13:00:00+00:00,20.69
2023-08-16 13:30:00+00:00,20.76420021057129
2023-08-16 14:30:00+00:00,20.735000610351562
2023-08-16 15:30:00+00:00,20.630199432373047
2023-08-16 16:30:00+00:00,20.610300064086914
2023-08-16 17:30:00+00:00,20.670000076293945
2023-08-16 18:30:00+00:00,20.570100784301758
2023-08-16 19:30:00+00:00,20.549999237060547
2023-08-16 20:00:00+00:00,20.56
2023-08-16 21:00:00+00:00,20.57
2023-08-16 22:00:00+00:00,20.58
2023-08-16 23:00:00+00:00,20.57
2023-08-17 08:00:00+00:00,20.74
2023-08-17 09:00:00+00:00,20.73
2023-08-17 10:00:00+00:00,20.83
2023-08-17 11:00:00+00:00,20.84
2023-08-17 12:00:00+00:00,20.92
2023-08-17 13:00:00+00:00,21.03
2023-08-17 13:30:00+00:00,20.790000915527344
2023-08-17 14:30:00+00:00,20.80500030517578
2023-08-17 15:30:00+00:00,20.815000534057617
2023-08-17 16:30:00+00:00,20.770000457763672
2023-08-17 17:30:00+00:00,20.730100631713867
2023-08-17 18:30:00+00:00,20.78499984741211
2023-08-17 19:30:00+00:00,20.80500030517578
2023-08-17 20:00:00+00:00,20.8001
2023-08-17 21:00:00+00:00,20.81
2023-08-17 22:00:00+00:00,20.81
2023-08-17 23:00:00+00:00,20.83
2023-08-18 08:00:00+00:00,20.88
2023-08-18 09:00:00+00:00,20.9
2023-08-18 10:00:00+00:00,20.95
2023-08-18 11:00:00+00:00,20.88
2023-08-18 12:00:00+00:00,20.81
2023-08-18 13:00:00+00:00,20.84
2023-08-18 13:30:00+00:00,20.860000610351562
2023-08-18 14:30:00+00:00,20.885000228881836
2023-08-18 15:30:00+00:00,20.834999084472656
2023-08-18 16:30:00+00:00,20.80470085144043
2023-08-18 17:30:00+00:00,20.829999923706055
2023-08-18 18:30:00+00:00,20.844999313354492
2023-08-18 19:30:00+00:00,20.8700008392334
2023-08-18 20:00:00+00:00,20.87
2023-08-18 21:00:00+00:00,20.87
2023-08-18 22:00:00+00:00,20.8696
2023-08-18 23:00:00+00:00,20.88
2023-08-21 08:00:00+00:00,20.87
2023-08-21 09:00:00+00:00,20.98
2023-08-21 10:00:00+00:00,20.94
2023-08-21 11:00:00+00:00,21.02
2023-08-21 12:00:00+00:00,21.24
2023-08-21 13:00:00+00:00,21.27
2023-08-21 13:30:00+00:00,21.040000915527344
2023-08-21 14:30:00+00:00,21.170000076293945
2023-08-21 15:30:00+00:00,21.290000915527344
2023-08-21 16:30:00+00:00,21.344999313354492
2023-08-21 17:30:00+00:00,21.364999771118164
2023-08-21 18:30:00+00:00,21.3799991607666
2023-08-21 19:30:00+00:00,21.354999542236328
2023-08-21 20:00:00+00:00,21.38
2023-08-21 21:00:00+00:00,21.39
2023-08-21 22:00:00+00:00,21.38
2023-08-21 23:00:00+00:00,21.38
2023-08-22 08:00:00+00:00,21.42
2023-08-22 09:00:00+00:00,21.45
2023-08-22 10:00:00+00:00,21.47
2023-08-22 11:00:00+00:00,21.49
2023-08-22 12:00:00+00:00,21.44
2023-08-22 13:00:00+00:00,21.41
2023-08-22 13:30:00+00:00,21.34000015258789
2023-08-22 14:30:00+00:00,21.43000030517578
2023-08-22 15:30:00+00:00,21.450000762939453
2023-08-22 16:30:00+00:00,21.454999923706055
2023-08-22 17:30:00+00:00,21.46500015258789
2023-08-22 18:30:00+00:00,21.46929931640625
2023-08-22 19:30:00+00:00,21.469999313354492
2023-08-22 20:00:00+00:00,21.4603
2023-08-22 21:00:00+00:00,21.49
2023-08-22 22:00:00+00:00,21.47
2023-08-22 23:00:00+00:00,21.49
2023-08-23 08:00:00+00:00,21.8
2023-08-23 09:00:00+00:00,21.76
2023-08-23 10:00:00+00:00,21.74
2023-08-23 11:00:00+00:00,21.77
2023-08-23 12:00:00+00:00,21.87
2023-08-23 13:00:00+00:00,21.93
2023-08-23 13:30:00+00:00,22.200000762939453
2023-08-23 14:30:00+00:00,22.2450008392334
2023-08-23 15:30:00+00:00,22.27589988708496
2023-08-23 16:30:00+00:00,22.309999465942383
2023-08-23 17:30:00+00:00,22.309999465942383
2023-08-23 18:30:00+00:00,22.295000076293945
2023-08-23 19:30:00+00:00,22.280000686645508
2023-08-23 20:00:00+00:00,22.3
2023-08-23 21:00:00+00:00,22.295
2023-08-23 22:00:00+00:00,22.2999
2023-08-23 23:00:00+00:00,22.29
2023-08-24 08:00:00+00:00,22.19
2023-08-24 09:00:00+00:00,22.13
2023-08-24 10:00:00+00:00,22.13
2023-08-24 11:00:00+00:00,22.17
2023-08-24 12:00:00+00:00,22.13
2023-08-24 13:00:00+00:00,22.18
2023-08-24 13:30:00+00:00,22.219999313354492
2023-08-24 14:30:00+00:00,22.219999313354492
2023-08-24 15:30:00+00:00,22.174999237060547
2023-08-24 16:30:00+00:00,22.167200088500977
2023-08-24 17:30:00+00:00,22.125
2023-08-24 18:30:00+00:00,22.13450050354004
2023-08-24 19:30:00+00:00,22.1200008392334
2023-08-24 20:00:00+00:00,22.12
2023-08-24 21:00:00+00:00,22.12
2023-08-24 22:00:00+00:00,22.1293
2023-08-24 23:00:00+00:00,22.13
2023-08-25 08:00:00+00:00,22.11
2023-08-25 09:00:00+00:00,22.2
2023-08-25 10:00:00+00:00,22.17
2023-08-25 11:00:00+00:00,22.18
2023-08-25 12:00:00+00:00,22.2
2023-08-25 13:00:00+00:00,22.165
2023-08-25 13:30:00+00:00,22.079999923706055
2023-08-25 14:30:00+00:00,22.084999084472656
2023-08-25 15:30:00+00:00,22.13010025024414
2023-08-25 16:30:00+00:00,22.174699783325195
2023-08-25 17:30:00+00:00,22.239999771118164
2023-08-25 18:30:00+00:00,22.2549991607666
2023-08-25 19:30:00+00:00,22.219999313354492
2023-08-25 20:00:00+00:00,22.22
2023-08-25 21:00:00+00:00,22.23
2023-08-25 22:00:00+00:00,22.2198
2023-08-25 23:00:00+00:00,22.22
2023-08-28 08:00:00+00:00,22.16
2023-08-28 09:00:00+00:00,22.16
2023-08-28 10:00:00+00:00,22.15
2023-08-28 11:00:00+00:00,22.2
2023-08-28 12:00:00+00:00,22.15
2023-08-28 13:00:00+00:00,22.15
2023-08-28 13:30:00+00:00,22.270000457763672
2023-08-28 14:30:00+00:00,22.28499984741211
2023-08-28 15:30:00+00:00,22.281099319458008
2023-08-28 16:30:00+00:00,22.21500015258789
2023-08-28 17:30:00+00:00,22.20009994506836
2023-08-28 18:30:00+00:00,22.219999313354492
2023-08-28 19:30:00+00:00,22.21500015258789
2023-08-28 20:00:00+00:00,22.23
2023-08-28 21:00:00+00:00,22.24
2023-08-28 22:00:00+00:00,22.21
2023-08-28 23:00:00+00:00,22.2
2023-08-29 08:00:00+00:00,22.24
2023-08-29 09:00:00+00:00,22.27
2023-08-29 10:00:00+00:00,22.26
2023-08-29 11:00:00+00:00,22.2
2023-08-29 12:00:00+00:00,22.1792
2023-08-29 13:00:00+00:00,22.24
2023-08-29 13:30:00+00:00,22.68199920654297
2023-08-29 14:30:00+00:00,22.66990089416504
2023-08-29 15:30:00+00:00,22.67009925842285
2023-08-29 16:30:00+00:00,22.66010093688965
2023-08-29 17:30:00+00:00,22.620100021362305
2023-08-29 18:30:00+00:00,22.70479965209961
2023-08-29 19:30:00+00:00,22.704999923706055
2023-08-29 20:00:00+00:00,22.68
2023-08-29 21:00:00+00:00,22.6605
2023-08-29 22:00:00+00:00,22.7
2023-08-29 23:00:00+00:00,22.6797
2023-08-30 08:00:00+00:00,22.555
2023-08-30 09:00:00+00:00,22.58
2023-08-30 10:00:00+00:00,22.54
2023-08-30 11:00:00+00:00,22.58
2023-08-30 12:00:00+00:00,22.67
2023-08-30 13:00:00+00:00,22.8
2023-08-30 13:30:00+00:00,22.735000610351562
2023-08-30 14:30:00+00:00,22.68000030517578
2023-08-30 15:30:00+00:00,22.600000381469727
2023-08-30 16:30:00+00:00,22.645000457763672
2023-08-30 17:30:00+00:00,22.565000534057617
2023-08-30 18:30:00+00:00,22.549999237060547
2023-08-30 19:30:00+00:00,22.56999969482422
2023-08-30 20:00:00+00:00,22.56
2023-08-30 21:00:00+00:00,22.58
2023-08-30 22:00:00+00:00,22.57
2023-08-30 23:00:00+00:00,22.58
2023-08-31 08:00:00+00:00,22.52
2023-08-31 09:00:00+00:00,22.49
2023-08-31 10:00:00+00:00,22.52
2023-08-31 11:00:00+00:00,22.495
2023-08-31 12:00:00+00:00,22.57
2023-08-31 13:00:00+00:00,22.5
2023-08-31 13:30:00+00:00,22.534900665283203
2023-08-31 14:30:00+00:00,22.485000610351562
2023-08-31 15:30:00+00:00,22.43000030517578
2023-08-31 16:30:00+00:00,22.39940071105957
2023-08-31 17:30:00+00:00,22.43000030517578
2023-08-31 18:30:00+00:00,22.415000915527344
2023-08-31 19:30:00+00:00,22.399999618530273
2023-08-31 20:00:00+00:00,22.41
2023-08-31 21:00:00+00:00,22.41
2023-08-31 22:00:00+00:00,22.39
2023-08-31 23:00:00+00:00,22.4
2023-09-01 08:00:00+00:00,22.52
2023-09-01 09:00:00+00:00,22.56
2023-09-01 10:00:00+00:00,22.57
2023-09-01 11:00:00+00:00,22.59
2023-09-01 12:00:00+00:00,22.6
2023-09-01 13:00:00+00:00,22.63
2023-09-01 13:30:00+00:00,22.229999542236328
2023-09-01 14:30:00+00:00,22.222000122070312
2023-09-01 15:30:00+00:00,22.2549991607666
2023-09-01 16:30:00+00:00,22.219999313354492
2023-09-01 17:30:00+00:00,22.184999465942383
2023-09-01 18:30:00+00:00,22.184999465942383
2023-09-01 19:30:00+00:00,22.170000076293945
2023-09-01 20:00:00+00:00,22.175
2023-09-01 21:00:00+00:00,22.19
2023-09-01 22:00:00+00:00,22.19
2023-09-01 23:00:00+00:00,22.19
2023-09-05 08:00:00+00:00,21.595
2023-09-05 09:00:00+00:00,21.55
2023-09-05 10:00:00+00:00,21.6
2023-09-05 11:00:00+00:00,21.57
2023-09-05 12:00:00+00:00,21.68
2023-09-05 13:00:00+00:00,21.75
2023-09-05 13:30:00+00:00,21.71500015258789
2023-09-05 14:30:00+00:00,21.735000610351562
2023-09-05 15:30:00+00:00,21.645000457763672
2023-09-05 16:30:00+00:00,21.584800720214844
2023-09-05 17:30:00+00:00,21.59000015258789
2023-09-05 18:30:00+00:00,21.610000610351562
2023-09-05 19:30:00+00:00,21.59000015258789
2023-09-05 20:00:00+00:00,21.59
2023-09-05 21:00:00+00:00,21.61
2023-09-05 22:00:00+00:00,21.6
2023-09-05 23:00:00+00:00,21.61
2023-09-06 08:00:00+00:00,21.45
2023-09-06 09:00:00+00:00,21.46
2023-09-06 10:00:00+00:00,21.57
2023-09-06 11:00:00+00:00,21.5
2023-09-06 12:00:00+00:00,21.44
2023-09-06 13:00:00+00:00,21.24
2023-09-06 13:30:00+00:00,21.190000534057617
2023-09-06 14:30:00+00:00,21.164100646972656
2023-09-06 15:30:00+00:00,21.229999542236328
2023-09-06 16:30:00+00:00,21.264999389648438
2023-09-06 17:30:00+00:00,21.239999771118164
2023-09-06 18:30:00+00:00,21.235000610351562
2023-09-06 19:30:00+00:00,21.2450008392334
2023-09-06 20:00:00+00:00,21.2598
2023-09-06 21:00:00+00:00,21.25
2023-09-06 22:00:00+00:00,21.24
2023-09-06 23:00:00+00:00,21.21
2023-09-07 08:00:00+00:00,21.15
2023-09-07 09:00:00+00:00,21.19
2023-09-07 10:00:00+00:00,21.135
2023-09-07 11:00:00+00:00,21.11
2023-09-07 12:00:00+00:00,21.1
2023-09-07 13:00:00+00:00,21.11
2023-09-07 13:30:00+00:00,21.04990005493164
2023-09-07 14:30:00+00:00,21.040000915527344
2023-09-07 15:30:00+00:00,21.075000762939453
2023-09-07 16:30:00+00:00,21.059999465942383
2023-09-07 17:30:00+00:00,21.075000762939453
2023-09-07 18:30:00+00:00,21.085500717163086
2023-09-07 19:30:00+00:00,21.05500030517578
2023-09-07 20:00:00+00:00,21.07
2023-09-07 21:00:00+00:00,21.07
2023-09-07 22:00:00+00:00,21.07
2023-09-07 23:00:00+00:00,21.05
2023-09-08 08:00:00+00:00,21.11
2023-09-08 09:00:00+00:00,21.13
2023-09-08 10:00:00+00:00,21.15
2023-09-08 11:00:00+00:00,21.09
2023-09-08 12:00:00+00:00,21.06
2023-09-08 13:00:00+00:00,21.02
2023-09-08 13:30:00+00:00,21.209699630737305
2023-09-08 14:30:00+00:00,21.059999465942383
2023-09-08 15:30:00+00:00,20.989999771118164
2023-09-08 16:30:00+00:00,21.005300521850586
2023-09-08 17:30:00+00:00,21.020000457763672
2023-09-08 18:30:00+00:00,20.989999771118164
2023-09-08 19:30:00+00:00,21.020000457763672
2023-09-08 20:00:00+00:00,21.03
2023-09-08 21:00:00+00:00,21.015
2023-09-08 22:00:00+00:00,21.02
2023-09-08 23:00:00+00:00,21.02
2023-09-11 08:00:00+00:00,21.24
2023-09-11 09:00:00+00:00,21.25
2023-09-11 10:00:00+00:00,21.2
2023-09-11 11:00:00+00:00,21.18
2023-09-11 12:00:00+00:00,21.12
2023-09-11 13:00:00+00:00,21.23
2023-09-11 13:30:00+00:00,21.14419937133789
2023-09-11 14:30:00+00:00,21.110000610351562
2023-09-11 15:30:00+00:00,21.174999237060547
2023-09-11 16:30:00+00:00,21.174999237060547
2023-09-11 17:30:00+00:00,21.155000686645508
2023-09-11 18:30:00+00:00,21.155000686645508
2023-09-11 19:30:00+00:00,21.15999984741211
2023-09-11 20:00:00+00:00,21.17
2023-09-11 21:00:00+00:00,21.18
2023-09-11 22:00:00+00:00,21.17
2023-09-11 23:00:00+00:00,21.165
2023-09-12 08:00:00+00:00,21.19
2023-09-12 09:00:00+00:00,21.13
2023-09-12 10:00:00+00:00,21.13
2023-09-12 11:00:00+00:00,20.98
2023-09-12 12:00:00+00:00,21.02
2023-09-12 13:00:00+00:00,21.0
2023-09-12 13:30:00+00:00,21.08099937438965
2023-09-12 14:30:00+00:00,21.18000030517578
2023-09-12 15:30:00+00:00,21.184999465942383
2023-09-12 16:30:00+00:00,21.18000030517578
2023-09-12 17:30:00+00:00,21.17009925842285
2023-09-12 18:30:00+00:00,21.14590072631836
2023-09-12 19:30:00+00:00,21.135000228881836
2023-09-12 20:00:00+00:00,21.13
2023-09-12 21:00:00+00:00,21.14
2023-09-12 22:00:00+00:00,21.16
2023-09-12 23:00:00+00:00,21.1317
2023-09-13 08:00:00+00:00,21.05
2023-09-13 09:00:00+00:00,20.99
2023-09-13 10:00:00+00:00,20.98
2023-09-13 11:00:00+00:00,20.99
2023-09-13 12:00:00+00:00,20.97
