time,IWM
2026-03-25 14:30:00+00:00,252.86000061035156
2026-03-25 14:35:00+00:00,252.47999572753906
2026-03-25 14:40:00+00:00,252.3300018310547
2026-03-25 14:45:00+00:00,252.35589599609375
2026-03-25 14:50:00+00:00,252.32000732421875
2026-03-25 14:55:00+00:00,252.3000030517578
2026-03-25 15:00:00+00:00,252.1199951171875
2026-03-25 15:05:00+00:00,251.25999450683594
2026-03-25 15:10:00+00:00,250.66000366210938
2026-03-25 15:15:00+00:00,249.97500610351562
2026-03-25 15:20:00+00:00,250.9499969482422
2026-03-25 15:25:00+00:00,251.64999389648438
2026-03-25 15:30:00+00:00,251.74000549316406
2026-03-25 15:35:00+00:00,251.17999267578125
2026-03-25 15:40:00+00:00,251.2030029296875
2026-03-25 15:45:00+00:00,251.38999938964844
2026-03-25 15:50:00+00:00,251.63999938964844
2026-03-25 15:55:00+00:00,251.61000061035156
2026-03-25 16:00:00+00:00,251.32000732421875
2026-03-25 16:05:00+00:00,251.2899932861328
2026-03-25 16:10:00+00:00,251.09500122070312
2026-03-25 16:15:00+00:00,250.9409942626953
2026-03-25 16:20:00+00:00,251.52999877929688
2026-03-25 16:25:00+00:00,251.6300048828125
2026-03-25 16:30:00+00:00,251.88999938964844
2026-03-25 16:35:00+00:00,251.97999572753906
2026-03-25 16:40:00+00:00,251.9499969482422
2026-03-25 16:45:00+00:00,251.7899932861328
2026-03-25 16:50:00+00:00,252.0800018310547
2026-03-25 16:55:00+00:00,251.91000366210938
2026-03-25 17:00:00+00:00,251.97999572753906
2026-03-25 17:05:00+00:00,251.5500030517578
2026-03-25 17:10:00+00:00,251.74000549316406
2026-03-25 17:15:00+00:00,251.50999450683594
2026-03-25 17:20:00+00:00,251.60000610351562
2026-03-25 17:25:00+00:00,251.8800048828125
2026-03-25 17:30:00+00:00,252.06500244140625
2026-03-25 17:35:00+00:00,252.2801055908203
2026-03-25 17:40:00+00:00,252.32000732421875
2026-03-25 17:45:00+00:00,251.9499969482422
2026-03-25 17:50:00+00:00,251.5399932861328
2026-03-25 17:55:00+00:00,251.64500427246094
2026-03-25 18:00:00+00:00,251.60000610351562
2026-03-25 18:05:00+00:00,251.75
2026-03-25 18:10:00+00:00,251.89010620117188
2026-03-25 18:15:00+00:00,251.97000122070312
2026-03-25 18:20:00+00:00,252.0
2026-03-25 18:25:00+00:00,251.66000366210938
2026-03-25 18:30:00+00:00,251.83999633789062
2026-03-25 18:35:00+00:00,251.75
2026-03-25 18:40:00+00:00,251.5449981689453
2026-03-25 18:45:00+00:00,251.42999267578125
2026-03-25 18:50:00+00:00,251.4149932861328
2026-03-25 18:55:00+00:00,250.97000122070312
2026-03-25 19:00:00+00:00,250.8699951171875
2026-03-25 19:05:00+00:00,251.05999755859375
2026-03-25 19:10:00+00:00,251.1699981689453
2026-03-25 19:15:00+00:00,251.44000244140625
2026-03-25 19:20:00+00:00,251.61000061035156
2026-03-25 19:25:00+00:00,251.38999938964844
2026-03-25 19:30:00+00:00,251.27999877929688
2026-03-25 19:35:00+00:00,251.22999572753906
2026-03-25 19:40:00+00:00,251.02999877929688
2026-03-25 19:45:00+00:00,251.27999877929688
2026-03-25 19:50:00+00:00,251.55999755859375
2026-03-25 19:55:00+00:00,251.85000610351562
2026-03-25 20:00:00+00:00,252.04
2026-03-25 20:05:00+00:00,251.93
2026-03-25 20:10:00+00:00,251.85
2026-03-25 20:15:00+00:00,252.0986
2026-03-25 20:20:00+00:00,251.86
2026-03-25 20:25:00+00:00,251.52
2026-03-25 20:30:00+00:00,251.66
2026-03-25 20:35:00+00:00,251.55
2026-03-25 20:40:00+00:00,251.42
2026-03-25 20:45:00+00:00,251.38
2026-03-25 20:50:00+00:00,251.34
2026-03-25 20:55:00+00:00,251.62
2026-03-25 21:00:00+00:00,251.82
2026-03-25 21:05:00+00:00,251.63
2026-03-25 21:10:00+00:00,251.5
2026-03-25 21:15:00+00:00,251.51
2026-03-25 21:20:00+00:00,251.64
2026-03-25 21:25:00+00:00,251.8
2026-03-25 21:30:00+00:00,251.8
2026-03-25 21:35:00+00:00,251.71
2026-03-25 21:40:00+00:00,251.71
2026-03-25 21:45:00+00:00,251.65
2026-03-25 21:50:00+00:00,251.68
2026-03-25 21:55:00+00:00,251.68
2026-03-25 22:00:00+00:00,251.54
2026-03-25 22:05:00+00:00,251.25
2026-03-25 22:10:00+00:00,251.29
2026-03-25 22:15:00+00:00,251.1946
2026-03-25 22:20:00+00:00,251.07
2026-03-25 22:25:00+00:00,250.9974
2026-03-25 22:30:00+00:00,251.2
2026-03-25 22:35:00+00:00,251.28
2026-03-25 22:40:00+00:00,251.32
2026-03-25 22:45:00+00:00,251.37
2026-03-25 22:50:00+00:00,251.1922
2026-03-25 22:55:00+00:00,251.15
2026-03-25 23:00:00+00:00,251.31
2026-03-25 23:05:00+00:00,251.0911
2026-03-25 23:10:00+00:00,251.13
2026-03-25 23:15:00+00:00,250.93
2026-03-25 23:20:00+00:00,250.94
2026-03-25 23:25:00+00:00,250.9709
2026-03-25 23:30:00+00:00,250.901
2026-03-25 23:35:00+00:00,250.91
2026-03-25 23:40:00+00:00,250.93
2026-03-25 23:45:00+00:00,251.0205
2026-03-25 23:50:00+00:00,251.2
2026-03-25 23:55:00+00:00,251.2206
2026-03-26 08:00:00+00:00,250.27
2026-03-26 08:05:00+00:00,250.27
2026-03-26 08:10:00+00:00,249.58
2026-03-26 08:15:00+00:00,249.5
2026-03-26 08:20:00+00:00,249.55
2026-03-26 08:25:00+00:00,249.39
2026-03-26 08:30:00+00:00,249.56
2026-03-26 08:35:00+00:00,249.4
2026-03-26 08:40:00+00:00,249.12
2026-03-26 08:45:00+00:00,249.04
2026-03-26 08:50:00+00:00,249.27
2026-03-26 08:55:00+00:00,249.51
2026-03-26 09:00:00+00:00,249.35
2026-03-26 09:05:00+00:00,249.34
2026-03-26 09:10:00+00:00,249.33
2026-03-26 09:15:00+00:00,249.28
2026-03-26 09:20:00+00:00,249.18
2026-03-26 09:25:00+00:00,249.06
2026-03-26 09:30:00+00:00,248.8
2026-03-26 09:35:00+00:00,248.82
2026-03-26 09:40:00+00:00,248.9
2026-03-26 09:45:00+00:00,248.74
2026-03-26 09:50:00+00:00,249.08
2026-03-26 09:55:00+00:00,249.12
2026-03-26 10:00:00+00:00,249.24
2026-03-26 10:05:00+00:00,249.4
2026-03-26 10:10:00+00:00,249.41
2026-03-26 10:15:00+00:00,249.31
2026-03-26 10:20:00+00:00,249.34
2026-03-26 10:25:00+00:00,249.58
2026-03-26 10:30:00+00:00,249.75
2026-03-26 10:35:00+00:00,249.31
2026-03-26 10:40:00+00:00,249.24
2026-03-26 10:45:00+00:00,249.33
2026-03-26 10:50:00+00:00,249.24
2026-03-26 10:55:00+00:00,249.22
2026-03-26 11:00:00+00:00,249.33
2026-03-26 11:05:00+00:00,249.42
2026-03-26 11:10:00+00:00,249.2
2026-03-26 11:15:00+00:00,249.24
2026-03-26 11:20:00+00:00,249.17
2026-03-26 11:25:00+00:00,248.86
2026-03-26 11:30:00+00:00,248.69
2026-03-26 11:35:00+00:00,248.77
2026-03-26 11:40:00+00:00,248.5
2026-03-26 11:45:00+00:00,248.38
2026-03-26 11:50:00+00:00,248.53
2026-03-26 11:55:00+00:00,248.16
2026-03-26 12:00:00+00:00,248.12
2026-03-26 12:05:00+00:00,248.7
2026-03-26 12:10:00+00:00,248.92
2026-03-26 12:15:00+00:00,248.91
2026-03-26 12:20:00+00:00,248.78
2026-03-26 12:25:00+00:00,248.77
2026-03-26 12:30:00+00:00,248.37
2026-03-26 12:35:00+00:00,248.42
2026-03-26 12:40:00+00:00,248.5
2026-03-26 12:45:00+00:00,248.51
2026-03-26 12:50:00+00:00,248.47
2026-03-26 12:55:00+00:00,248.73
2026-03-26 13:00:00+00:00,248.9
2026-03-26 13:05:00+00:00,248.87
2026-03-26 13:10:00+00:00,248.95
2026-03-26 13:30:00+00:00,249.25999450683594
2026-03-26 13:35:00+00:00,249.1199951171875
2026-03-26 13:40:00+00:00,250.33999633789062
2026-03-26 13:45:00+00:00,250.875
2026-03-26 13:50:00+00:00,251.0500030517578
2026-03-26 13:55:00+00:00,251.17999267578125
2026-03-26 14:00:00+00:00,250.94000244140625
2026-03-26 14:05:00+00:00,250.8800048828125
2026-03-26 14:10:00+00:00,251.35000610351562
2026-03-26 14:15:00+00:00,251.1300048828125
2026-03-26 14:20:00+00:00,251.38999938964844
2026-03-26 14:25:00+00:00,251.3800048828125
2026-03-26 14:30:00+00:00,251.6999969482422
2026-03-26 14:35:00+00:00,251.0399932861328
2026-03-26 14:40:00+00:00,250.16000366210938
2026-03-26 14:45:00+00:00,250.07009887695312
2026-03-26 14:50:00+00:00,249.42999267578125
2026-03-26 14:55:00+00:00,250.05999755859375
2026-03-26 15:00:00+00:00,250.10000610351562
2026-03-26 15:05:00+00:00,249.92999267578125
2026-03-26 15:10:00+00:00,249.86000061035156
2026-03-26 15:15:00+00:00,249.77999877929688
2026-03-26 15:20:00+00:00,249.86000061035156
2026-03-26 15:25:00+00:00,249.9600067138672
2026-03-26 15:30:00+00:00,249.77000427246094
2026-03-26 15:35:00+00:00,249.9499969482422
2026-03-26 15:40:00+00:00,249.75999450683594
2026-03-26 15:45:00+00:00,250.05999755859375
2026-03-26 15:50:00+00:00,250.2899932861328
2026-03-26 15:55:00+00:00,250.05999755859375
2026-03-26 16:00:00+00:00,249.88999938964844
2026-03-26 16:05:00+00:00,250.30999755859375
2026-03-26 16:10:00+00:00,250.19000244140625
2026-03-26 16:15:00+00:00,249.5500030517578
2026-03-26 16:20:00+00:00,249.33999633789062
2026-03-26 16:25:00+00:00,248.88999938964844
2026-03-26 16:30:00+00:00,248.8000030517578
2026-03-26 16:35:00+00:00,248.55999755859375
2026-03-26 16:40:00+00:00,248.44500732421875
2026-03-26 16:45:00+00:00,248.25
2026-03-26 16:50:00+00:00,248.4499969482422
2026-03-26 16:55:00+00:00,248.65499877929688
2026-03-26 17:00:00+00:00,248.57000732421875
2026-03-26 17:05:00+00:00,248.69500732421875
2026-03-26 17:10:00+00:00,248.3300018310547
2026-03-26 17:15:00+00:00,248.3800048828125
2026-03-26 17:20:00+00:00,248.0500030517578
2026-03-26 17:25:00+00:00,248.19000244140625
2026-03-26 17:30:00+00:00,248.60000610351562
2026-03-26 17:35:00+00:00,248.49000549316406
2026-03-26 17:40:00+00:00,248.22999572753906
2026-03-26 17:45:00+00:00,248.16000366210938
2026-03-26 17:50:00+00:00,247.97000122070312
2026-03-26 17:55:00+00:00,247.6300048828125
2026-03-26 18:00:00+00:00,248.02000427246094
2026-03-26 18:05:00+00:00,248.10000610351562
2026-03-26 18:10:00+00:00,248.0399932861328
2026-03-26 18:15:00+00:00,248.0
2026-03-26 18:20:00+00:00,248.25
2026-03-26 18:25:00+00:00,247.9550018310547
2026-03-26 18:30:00+00:00,248.4199981689453
2026-03-26 18:35:00+00:00,248.52000427246094
2026-03-26 18:40:00+00:00,248.42999267578125
2026-03-26 18:45:00+00:00,248.6300048828125
2026-03-26 18:50:00+00:00,248.69000244140625
2026-03-26 18:55:00+00:00,248.55999755859375
2026-03-26 19:00:00+00:00,248.19000244140625
2026-03-26 19:05:00+00:00,247.88999938964844
2026-03-26 19:10:00+00:00,247.66000366210938
2026-03-26 19:15:00+00:00,247.9199981689453
2026-03-26 19:20:00+00:00,247.75100708007812
2026-03-26 19:25:00+00:00,247.6999969482422
2026-03-26 19:30:00+00:00,247.5800018310547
2026-03-26 19:35:00+00:00,247.62840270996094
2026-03-26 19:40:00+00:00,247.3199005126953
2026-03-26 19:45:00+00:00,247.44500732421875
2026-03-26 19:50:00+00:00,247.30499267578125
2026-03-26 19:55:00+00:00,247.41000366210938
2026-03-26 20:00:00+00:00,247.29
2026-03-26 20:05:00+00:00,247.56
2026-03-26 20:10:00+00:00,249.28
2026-03-26 20:15:00+00:00,249.0
2026-03-26 20:20:00+00:00,248.7
2026-03-26 20:25:00+00:00,248.84
2026-03-26 20:30:00+00:00,249.05
2026-03-26 20:35:00+00:00,249.33
2026-03-26 20:40:00+00:00,249.0
2026-03-26 20:45:00+00:00,248.9
2026-03-26 20:50:00+00:00,248.8
2026-03-26 20:55:00+00:00,248.4
2026-03-26 21:00:00+00:00,248.38
2026-03-26 21:05:00+00:00,248.4
2026-03-26 21:10:00+00:00,248.3
2026-03-26 21:15:00+00:00,248.31
2026-03-26 21:20:00+00:00,248.3
2026-03-26 21:25:00+00:00,248.205
2026-03-26 21:30:00+00:00,248.41
2026-03-26 21:35:00+00:00,248.38
2026-03-26 21:40:00+00:00,248.3247
2026-03-26 21:45:00+00:00,248.35
2026-03-26 21:50:00+00:00,248.2618
2026-03-26 21:55:00+00:00,248.6887
2026-03-26 22:00:00+00:00,248.52
2026-03-26 22:05:00+00:00,248.47
2026-03-26 22:10:00+00:00,248.88
2026-03-26 22:15:00+00:00,248.72
2026-03-26 22:20:00+00:00,248.79
2026-03-26 22:25:00+00:00,248.78
2026-03-26 22:30:00+00:00,248.69
2026-03-26 22:35:00+00:00,248.8276
2026-03-26 22:40:00+00:00,248.79
2026-03-26 22:45:00+00:00,248.66
2026-03-26 22:50:00+00:00,249.0
2026-03-26 22:55:00+00:00,248.92
2026-03-26 23:00:00+00:00,248.9778
2026-03-26 23:05:00+00:00,248.79
2026-03-26 23:10:00+00:00,248.82
2026-03-26 23:15:00+00:00,248.89
2026-03-26 23:20:00+00:00,248.7
2026-03-26 23:25:00+00:00,248.733
2026-03-26 23:30:00+00:00,248.93
2026-03-26 23:35:00+00:00,249.06
2026-03-26 23:40:00+00:00,249.05
2026-03-26 23:45:00+00:00,249.1
2026-03-26 23:50:00+00:00,249.05
2026-03-26 23:55:00+00:00,249.01
2026-03-27 08:00:00+00:00,248.31
2026-03-27 08:05:00+00:00,247.98
2026-03-27 08:10:00+00:00,247.97
2026-03-27 08:15:00+00:00,247.54
2026-03-27 08:20:00+00:00,247.52
2026-03-27 08:25:00+00:00,247.3
2026-03-27 08:30:00+00:00,247.58
2026-03-27 08:35:00+00:00,247.02
2026-03-27 08:40:00+00:00,247.2
2026-03-27 08:45:00+00:00,247.36
2026-03-27 08:50:00+00:00,247.12
2026-03-27 08:55:00+00:00,247.13
2026-03-27 09:00:00+00:00,246.82
2026-03-27 09:05:00+00:00,246.5
2026-03-27 09:10:00+00:00,246.68
2026-03-27 09:15:00+00:00,247.14
2026-03-27 09:20:00+00:00,247.01
2026-03-27 09:25:00+00:00,247.27
2026-03-27 09:30:00+00:00,247.29
2026-03-27 09:35:00+00:00,247.14
2026-03-27 09:40:00+00:00,247.12
2026-03-27 09:45:00+00:00,246.61
2026-03-27 09:50:00+00:00,246.66
2026-03-27 09:55:00+00:00,246.54
2026-03-27 10:00:00+00:00,246.64
2026-03-27 10:05:00+00:00,246.84
2026-03-27 10:10:00+00:00,246.51
2026-03-27 10:15:00+00:00,246.65
2026-03-27 10:20:00+00:00,246.76
2026-03-27 10:25:00+00:00,246.57
2026-03-27 10:30:00+00:00,246.48
2026-03-27 10:35:00+00:00,246.11
2026-03-27 10:40:00+00:00,246.11
2026-03-27 10:45:00+00:00,245.99
2026-03-27 10:50:00+00:00,246.06
2026-03-27 10:55:00+00:00,245.62
2026-03-27 11:00:00+00:00,245.61
2026-03-27 11:05:00+00:00,245.74
2026-03-27 11:10:00+00:00,245.72
2026-03-27 11:15:00+00:00,245.83
2026-03-27 11:20:00+00:00,245.98
2026-03-27 11:25:00+00:00,246.2
2026-03-27 11:30:00+00:00,246.12
2026-03-27 11:35:00+00:00,246.16
2026-03-27 11:40:00+00:00,246.23
2026-03-27 11:45:00+00:00,246.56
2026-03-27 11:50:00+00:00,246.55
2026-03-27 11:55:00+00:00,246.36
2026-03-27 12:00:00+00:00,246.1
2026-03-27 12:05:00+00:00,245.86
2026-03-27 12:10:00+00:00,246.05
2026-03-27 12:15:00+00:00,246.28
2026-03-27 12:20:00+00:00,246.15
2026-03-27 12:25:00+00:00,246.1
2026-03-27 12:30:00+00:00,245.86
2026-03-27 12:35:00+00:00,246.0
2026-03-27 12:40:00+00:00,246.04
2026-03-27 12:45:00+00:00,245.64
2026-03-27 12:50:00+00:00,245.95
2026-03-27 12:55:00+00:00,245.87
2026-03-27 13:00:00+00:00,245.64
2026-03-27 13:05:00+00:00,245.41
2026-03-27 13:10:00+00:00,245.31
2026-03-27 13:30:00+00:00,245.85000610351562
2026-03-27 13:35:00+00:00,246.10000610351562
2026-03-27 13:40:00+00:00,245.89999389648438
2026-03-27 13:45:00+00:00,246.13999938964844
2026-03-27 13:50:00+00:00,245.125
2026-03-27 13:55:00+00:00,244.52000427246094
2026-03-27 14:00:00+00:00,244.88009643554688
2026-03-27 14:05:00+00:00,244.39999389648438
2026-03-27 14:10:00+00:00,245.0500030517578
2026-03-27 14:15:00+00:00,245.52999877929688
2026-03-27 14:20:00+00:00,245.05999755859375
2026-03-27 14:25:00+00:00,244.7698974609375
2026-03-27 14:30:00+00:00,245.1199951171875
2026-03-27 14:35:00+00:00,244.52999877929688
2026-03-27 14:40:00+00:00,244.50999450683594
2026-03-27 14:45:00+00:00,245.24000549316406
2026-03-27 14:50:00+00:00,245.0050048828125
2026-03-27 14:55:00+00:00,245.4499969482422
2026-03-27 15:00:00+00:00,245.75
2026-03-27 15:05:00+00:00,245.31500244140625
2026-03-27 15:10:00+00:00,245.12989807128906
2026-03-27 15:15:00+00:00,244.75
2026-03-27 15:20:00+00:00,245.3000030517578
2026-03-27 15:25:00+00:00,245.80499267578125
2026-03-27 15:30:00+00:00,246.38999938964844
2026-03-27 15:35:00+00:00,246.1199951171875
2026-03-27 15:40:00+00:00,245.8300018310547
2026-03-27 15:45:00+00:00,246.05499267578125
2026-03-27 15:50:00+00:00,245.72000122070312
2026-03-27 15:55:00+00:00,245.49989318847656
2026-03-27 16:00:00+00:00,245.36000061035156
2026-03-27 16:05:00+00:00,244.85000610351562
2026-03-27 16:10:00+00:00,245.0500030517578
2026-03-27 16:15:00+00:00,244.8800048828125
2026-03-27 16:20:00+00:00,244.77000427246094
2026-03-27 16:25:00+00:00,244.6999969482422
2026-03-27 16:30:00+00:00,244.72610473632812
2026-03-27 16:35:00+00:00,244.32000732421875
2026-03-27 16:40:00+00:00,244.5850067138672
2026-03-27 16:45:00+00:00,245.05999755859375
2026-03-27 16:50:00+00:00,244.67999267578125
2026-03-27 16:55:00+00:00,244.58999633789062
2026-03-27 17:00:00+00:00,244.5500030517578
2026-03-27 17:05:00+00:00,244.80999755859375
2026-03-27 17:10:00+00:00,244.66000366210938
2026-03-27 17:15:00+00:00,244.41000366210938
2026-03-27 17:20:00+00:00,244.25
2026-03-27 17:25:00+00:00,243.77999877929688
2026-03-27 17:30:00+00:00,243.92999267578125
2026-03-27 17:35:00+00:00,243.8677978515625
2026-03-27 17:40:00+00:00,243.6199951171875
2026-03-27 17:45:00+00:00,243.60000610351562
2026-03-27 17:50:00+00:00,243.55999755859375
2026-03-27 17:55:00+00:00,243.36000061035156
2026-03-27 18:00:00+00:00,243.1999969482422
2026-03-27 18:05:00+00:00,243.1699981689453
2026-03-27 18:10:00+00:00,243.19000244140625
2026-03-27 18:15:00+00:00,243.56500244140625
2026-03-27 18:20:00+00:00,243.36000061035156
2026-03-27 18:25:00+00:00,243.38999938964844
2026-03-27 18:30:00+00:00,243.46499633789062
2026-03-27 18:35:00+00:00,243.58999633789062
2026-03-27 18:40:00+00:00,243.77999877929688
2026-03-27 18:45:00+00:00,243.72000122070312
2026-03-27 18:50:00+00:00,243.6750030517578
2026-03-27 18:55:00+00:00,243.75999450683594
2026-03-27 19:00:00+00:00,243.32000732421875
2026-03-27 19:05:00+00:00,243.24000549316406
2026-03-27 19:10:00+00:00,243.42999267578125
2026-03-27 19:15:00+00:00,243.64999389648438
2026-03-27 19:20:00+00:00,243.49000549316406
2026-03-27 19:25:00+00:00,243.38999938964844
2026-03-27 19:30:00+00:00,243.58999633789062
2026-03-27 19:35:00+00:00,243.19500732421875
2026-03-27 19:40:00+00:00,242.80999755859375
2026-03-27 19:45:00+00:00,242.9149932861328
2026-03-27 19:50:00+00:00,243.16000366210938
2026-03-27 19:55:00+00:00,243.0800018310547
2026-03-27 20:00:00+00:00,242.86
2026-03-27 20:05:00+00:00,242.69
2026-03-27 20:10:00+00:00,242.75
2026-03-27 20:15:00+00:00,242.47
2026-03-27 20:20:00+00:00,242.3481
2026-03-27 20:25:00+00:00,242.52
2026-03-27 20:30:00+00:00,242.3406
2026-03-27 20:35:00+00:00,242.59
2026-03-27 20:40:00+00:00,242.56
2026-03-27 20:45:00+00:00,242.59
2026-03-27 20:50:00+00:00,242.56
2026-03-27 20:55:00+00:00,242.48
2026-03-27 21:00:00+00:00,242.5
2026-03-27 21:05:00+00:00,242.44
2026-03-27 21:10:00+00:00,242.52
2026-03-27 21:15:00+00:00,242.65
2026-03-27 21:20:00+00:00,242.47
2026-03-27 21:25:00+00:00,242.65
2026-03-27 21:30:00+00:00,242.8
2026-03-27 21:35:00+00:00,242.8
2026-03-27 21:40:00+00:00,242.8
2026-03-27 21:45:00+00:00,242.72
2026-03-27 21:50:00+00:00,242.88
2026-03-27 21:55:00+00:00,242.54
2026-03-27 22:00:00+00:00,242.65
2026-03-27 22:05:00+00:00,242.7
2026-03-27 22:10:00+00:00,242.49
2026-03-27 22:15:00+00:00,242.48
2026-03-27 22:20:00+00:00,242.6304
2026-03-27 22:25:00+00:00,242.54
2026-03-27 22:30:00+00:00,242.48
2026-03-27 22:35:00+00:00,242.47
2026-03-27 22:40:00+00:00,242.45
2026-03-27 22:45:00+00:00,242.13
2026-03-27 22:50:00+00:00,242.6
2026-03-27 22:55:00+00:00,242.44
2026-03-27 23:00:00+00:00,242.1
2026-03-27 23:05:00+00:00,242.1
2026-03-27 23:10:00+00:00,242.4915
2026-03-27 23:15:00+00:00,242.16
2026-03-27 23:20:00+00:00,242.36
2026-03-27 23:25:00+00:00,242.36
2026-03-27 23:30:00+00:00,242.39
2026-03-27 23:35:00+00:00,242.4327
2026-03-27 23:40:00+00:00,242.37
2026-03-27 23:45:00+00:00,242.4
2026-03-27 23:50:00+00:00,242.53
2026-03-27 23:55:00+00:00,242.5
2026-03-30 08:00:00+00:00,244.18
2026-03-30 08:05:00+00:00,244.24
2026-03-30 08:10:00+00:00,244.4
2026-03-30 08:15:00+00:00,244.41
2026-03-30 08:20:00+00:00,244.31
2026-03-30 08:25:00+00:00,244.49
2026-03-30 08:30:00+00:00,244.5
2026-03-30 08:35:00+00:00,244.68
2026-03-30 08:40:00+00:00,244.5
2026-03-30 08:45:00+00:00,244.63
2026-03-30 08:50:00+00:00,244.6
2026-03-30 08:55:00+00:00,244.73
2026-03-30 09:00:00+00:00,244.59
2026-03-30 09:05:00+00:00,244.51
2026-03-30 09:10:00+00:00,244.4
2026-03-30 09:15:00+00:00,244.2
2026-03-30 09:20:00+00:00,244.23
2026-03-30 09:25:00+00:00,244.12
2026-03-30 09:30:00+00:00,244.09
2026-03-30 09:35:00+00:00,244.25
2026-03-30 09:40:00+00:00,244.1
2026-03-30 09:45:00+00:00,244.16
2026-03-30 09:50:00+00:00,244.19
2026-03-30 09:55:00+00:00,244.36
2026-03-30 10:00:00+00:00,244.12
2026-03-30 10:05:00+00:00,244.34
2026-03-30 10:10:00+00:00,244.15
2026-03-30 10:15:00+00:00,244.39
2026-03-30 10:20:00+00:00,244.4
2026-03-30 10:25:00+00:00,244.42
2026-03-30 10:30:00+00:00,244.3
2026-03-30 10:35:00+00:00,244.12
2026-03-30 10:40:00+00:00,244.18
2026-03-30 10:45:00+00:00,244.35
2026-03-30 10:50:00+00:00,244.49
2026-03-30 10:55:00+00:00,244.57
2026-03-30 11:00:00+00:00,244.65
2026-03-30 11:05:00+00:00,244.74
2026-03-30 11:10:00+00:00,244.62
2026-03-30 11:15:00+00:00,244.98
2026-03-30 11:20:00+00:00,245.1192
2026-03-30 11:25:00+00:00,245.26
2026-03-30 11:30:00+00:00,244.81
2026-03-30 11:35:00+00:00,244.84
2026-03-30 11:40:00+00:00,244.82
2026-03-30 11:45:00+00:00,245.0
2026-03-30 11:50:00+00:00,244.88
2026-03-30 11:55:00+00:00,244.82
2026-03-30 12:00:00+00:00,244.655
2026-03-30 12:05:00+00:00,244.92
2026-03-30 12:10:00+00:00,245.0
2026-03-30 12:15:00+00:00,245.25
2026-03-30 12:20:00+00:00,245.41
2026-03-30 12:25:00+00:00,245.41
2026-03-30 12:30:00+00:00,245.45
