time,EFA
2023-08-15 13:00:00+00:00,71.38
2023-08-15 13:30:00+00:00,71.04499816894531
2023-08-15 14:30:00+00:00,71.1050033569336
2023-08-15 15:30:00+00:00,71.01000213623047
2023-08-15 16:30:00+00:00,71.02999877929688
2023-08-15 17:30:00+00:00,70.96499633789062
2023-08-15 18:30:00+00:00,70.80999755859375
2023-08-15 19:30:00+00:00,70.91999816894531
2023-08-15 20:00:00+00:00,70.89
2023-08-16 12:00:00+00:00,70.8002
2023-08-16 13:00:00+00:00,70.65
2023-08-16 13:30:00+00:00,70.84500122070312
2023-08-16 14:30:00+00:00,70.83000183105469
2023-08-16 15:30:00+00:00,70.63999938964844
2023-08-16 16:30:00+00:00,70.54499816894531
2023-08-16 17:30:00+00:00,70.69000244140625
2023-08-16 18:30:00+00:00,70.3550033569336
2023-08-16 19:30:00+00:00,70.33499908447266
2023-08-16 20:00:00+00:00,70.36
2023-08-16 22:00:00+00:00,70.27
2023-08-16 23:00:00+00:00,70.27
2023-08-17 09:00:00+00:00,70.49
2023-08-17 11:00:00+00:00,70.65
2023-08-17 13:00:00+00:00,70.6
2023-08-17 13:30:00+00:00,70.27999877929688
2023-08-17 14:30:00+00:00,70.11499786376953
2023-08-17 15:30:00+00:00,70.27999877929688
2023-08-17 16:30:00+00:00,70.08999633789062
2023-08-17 17:30:00+00:00,69.97000122070312
2023-08-17 18:30:00+00:00,69.86380004882812
2023-08-17 19:30:00+00:00,69.84500122070312
2023-08-17 20:00:00+00:00,69.8
2023-08-17 21:00:00+00:00,69.8
2023-08-17 22:00:00+00:00,69.84
2023-08-18 08:00:00+00:00,69.69
2023-08-18 11:00:00+00:00,69.56
2023-08-18 12:00:00+00:00,69.34
2023-08-18 13:00:00+00:00,69.42
2023-08-18 13:30:00+00:00,69.49500274658203
2023-08-18 14:30:00+00:00,69.80000305175781
2023-08-18 15:30:00+00:00,69.81999969482422
2023-08-18 16:30:00+00:00,69.80500030517578
2023-08-18 17:30:00+00:00,69.86000061035156
2023-08-18 18:30:00+00:00,69.8499984741211
2023-08-18 19:30:00+00:00,69.83999633789062
2023-08-18 20:00:00+00:00,69.81
2023-08-18 21:00:00+00:00,69.54
2023-08-18 22:00:00+00:00,69.82
2023-08-18 23:00:00+00:00,69.82
2023-08-21 08:00:00+00:00,70.17
2023-08-21 09:00:00+00:00,70.25
2023-08-21 10:00:00+00:00,70.23
2023-08-21 11:00:00+00:00,70.31
2023-08-21 12:00:00+00:00,70.17
2023-08-21 13:00:00+00:00,70.06
2023-08-21 13:30:00+00:00,69.7699966430664
2023-08-21 14:30:00+00:00,69.785400390625
2023-08-21 15:30:00+00:00,69.91000366210938
2023-08-21 16:30:00+00:00,70.02999877929688
2023-08-21 17:30:00+00:00,70.0427017211914
2023-08-21 18:30:00+00:00,70.12999725341797
2023-08-21 19:30:00+00:00,70.0999984741211
2023-08-21 20:00:00+00:00,70.1
2023-08-21 21:00:00+00:00,70.1
2023-08-22 09:00:00+00:00,70.72
2023-08-22 11:00:00+00:00,70.62
2023-08-22 12:00:00+00:00,70.69
2023-08-22 13:00:00+00:00,70.48
2023-08-22 13:30:00+00:00,70.12000274658203
2023-08-22 14:30:00+00:00,70.1449966430664
2023-08-22 15:30:00+00:00,70.05500030517578
2023-08-22 16:30:00+00:00,70.0199966430664
2023-08-22 17:30:00+00:00,70.02999877929688
2023-08-22 18:30:00+00:00,70.00499725341797
2023-08-22 19:30:00+00:00,69.9800033569336
2023-08-22 20:00:00+00:00,69.97
2023-08-22 21:00:00+00:00,69.97
2023-08-22 22:00:00+00:00,69.97
2023-08-22 23:00:00+00:00,70.0
2023-08-23 09:00:00+00:00,70.39
2023-08-23 10:00:00+00:00,70.43
2023-08-23 11:00:00+00:00,70.17
2023-08-23 12:00:00+00:00,70.12
2023-08-23 13:00:00+00:00,70.24
2023-08-23 13:30:00+00:00,70.5199966430664
2023-08-23 14:30:00+00:00,70.66000366210938
2023-08-23 15:30:00+00:00,70.64849853515625
2023-08-23 16:30:00+00:00,70.79000091552734
2023-08-23 17:30:00+00:00,70.69999694824219
2023-08-23 18:30:00+00:00,70.75499725341797
2023-08-23 19:30:00+00:00,70.7300033569336
2023-08-23 20:00:00+00:00,70.7
2023-08-23 21:00:00+00:00,70.73
2023-08-23 22:00:00+00:00,70.73
2023-08-24 09:00:00+00:00,70.66
2023-08-24 12:00:00+00:00,70.56
2023-08-24 13:00:00+00:00,70.48
2023-08-24 13:30:00+00:00,70.2699966430664
2023-08-24 14:30:00+00:00,70.1449966430664
2023-08-24 15:30:00+00:00,70.07499694824219
2023-08-24 16:30:00+00:00,70.01789855957031
2023-08-24 17:30:00+00:00,69.96949768066406
2023-08-24 18:30:00+00:00,69.91000366210938
2023-08-24 19:30:00+00:00,69.76000213623047
2023-08-24 20:00:00+00:00,69.7
2023-08-24 22:00:00+00:00,69.76
2023-08-24 23:00:00+00:00,69.75
2023-08-25 08:00:00+00:00,70.02
2023-08-25 10:00:00+00:00,70.13
2023-08-25 12:00:00+00:00,70.2013
2023-08-25 13:00:00+00:00,70.32
2023-08-25 13:30:00+00:00,69.9000015258789
2023-08-25 14:30:00+00:00,69.90499877929688
2023-08-25 15:30:00+00:00,70.05999755859375
2023-08-25 16:30:00+00:00,69.99500274658203
2023-08-25 17:30:00+00:00,70.26000213623047
2023-08-25 18:30:00+00:00,70.29499816894531
2023-08-25 19:30:00+00:00,70.22000122070312
2023-08-25 20:00:00+00:00,70.23
2023-08-25 21:00:00+00:00,70.23
2023-08-28 08:00:00+00:00,70.54
2023-08-28 09:00:00+00:00,70.47
2023-08-28 11:00:00+00:00,70.33
2023-08-28 12:00:00+00:00,70.445
2023-08-28 13:00:00+00:00,70.62
2023-08-28 13:30:00+00:00,70.87000274658203
2023-08-28 14:30:00+00:00,70.80999755859375
2023-08-28 15:30:00+00:00,70.83999633789062
2023-08-28 16:30:00+00:00,70.93000030517578
2023-08-28 17:30:00+00:00,70.82499694824219
2023-08-28 18:30:00+00:00,70.86000061035156
2023-08-28 19:30:00+00:00,70.9800033569336
2023-08-28 20:00:00+00:00,70.8
2023-08-28 21:00:00+00:00,71.0
2023-08-28 22:00:00+00:00,71.0
2023-08-28 23:00:00+00:00,70.75
2023-08-29 10:00:00+00:00,70.94
2023-08-29 12:00:00+00:00,70.97
2023-08-29 13:30:00+00:00,71.43000030517578
2023-08-29 14:30:00+00:00,71.5199966430664
2023-08-29 15:30:00+00:00,71.61000061035156
2023-08-29 16:30:00+00:00,71.69999694824219
2023-08-29 17:30:00+00:00,71.69000244140625
2023-08-29 18:30:00+00:00,71.88500213623047
2023-08-29 19:30:00+00:00,71.86499786376953
2023-08-29 20:00:00+00:00,71.48
2023-08-29 23:00:00+00:00,71.85
2023-08-30 08:00:00+00:00,71.41
2023-08-30 11:00:00+00:00,71.55
2023-08-30 12:00:00+00:00,71.69
2023-08-30 13:00:00+00:00,71.92
2023-08-30 13:30:00+00:00,71.81500244140625
2023-08-30 14:30:00+00:00,71.9000015258789
2023-08-30 15:30:00+00:00,71.88999938964844
2023-08-30 16:30:00+00:00,71.86499786376953
2023-08-30 17:30:00+00:00,71.71499633789062
2023-08-30 18:30:00+00:00,71.79499816894531
2023-08-30 19:30:00+00:00,71.83999633789062
2023-08-30 20:00:00+00:00,71.84
2023-08-30 21:00:00+00:00,71.84
2023-08-30 22:00:00+00:00,71.59
2023-08-31 09:00:00+00:00,71.82
2023-08-31 11:00:00+00:00,71.819
2023-08-31 12:00:00+00:00,71.81
2023-08-31 13:30:00+00:00,71.83000183105469
2023-08-31 14:30:00+00:00,71.5999984741211
2023-08-31 15:30:00+00:00,71.38500213623047
2023-08-31 16:30:00+00:00,71.51499938964844
2023-08-31 17:30:00+00:00,71.59449768066406
2023-08-31 18:30:00+00:00,71.50499725341797
2023-08-31 19:30:00+00:00,71.5
2023-08-31 20:00:00+00:00,71.52
2023-08-31 21:00:00+00:00,71.72
2023-08-31 22:00:00+00:00,71.53
2023-08-31 23:00:00+00:00,71.8
2023-09-01 09:00:00+00:00,71.98
2023-09-01 10:00:00+00:00,71.75
2023-09-01 11:00:00+00:00,71.899
2023-09-01 12:00:00+00:00,71.9
2023-09-01 13:00:00+00:00,72.19
2023-09-01 13:30:00+00:00,71.75499725341797
2023-09-01 14:30:00+00:00,71.41000366210938
2023-09-01 15:30:00+00:00,71.42500305175781
2023-09-01 16:30:00+00:00,71.43000030517578
2023-09-01 17:30:00+00:00,71.4000015258789
2023-09-01 18:30:00+00:00,71.46499633789062
2023-09-01 19:30:00+00:00,71.5199966430664
2023-09-01 20:00:00+00:00,71.49
2023-09-01 21:00:00+00:00,71.46
2023-09-01 22:00:00+00:00,71.43
2023-09-05 08:00:00+00:00,70.87
2023-09-05 11:00:00+00:00,71.1
2023-09-05 12:00:00+00:00,71.16
2023-09-05 13:00:00+00:00,71.32
2023-09-05 13:30:00+00:00,71.08999633789062
2023-09-05 14:30:00+00:00,70.94499969482422
2023-09-05 15:30:00+00:00,71.04499816894531
2023-09-05 16:30:00+00:00,70.95999908447266
2023-09-05 17:30:00+00:00,70.99500274658203
2023-09-05 18:30:00+00:00,70.91999816894531
2023-09-05 19:30:00+00:00,70.87000274658203
2023-09-05 20:00:00+00:00,70.83
2023-09-05 21:00:00+00:00,70.87
2023-09-05 22:00:00+00:00,70.87
2023-09-05 23:00:00+00:00,70.83
2023-09-06 08:00:00+00:00,70.72
2023-09-06 09:00:00+00:00,70.87
2023-09-06 12:00:00+00:00,70.82
2023-09-06 13:00:00+00:00,70.855
2023-09-06 13:30:00+00:00,70.63999938964844
2023-09-06 14:30:00+00:00,70.62999725341797
2023-09-06 15:30:00+00:00,70.55500030517578
2023-09-06 16:30:00+00:00,70.58499908447266
2023-09-06 17:30:00+00:00,70.63999938964844
2023-09-06 18:30:00+00:00,70.66000366210938
2023-09-06 19:30:00+00:00,70.72000122070312
2023-09-06 20:00:00+00:00,70.72
2023-09-06 21:00:00+00:00,70.72
2023-09-06 22:00:00+00:00,70.72
2023-09-06 23:00:00+00:00,70.7
2023-09-07 08:00:00+00:00,70.5
2023-09-07 11:00:00+00:00,70.5
2023-09-07 12:00:00+00:00,70.36
2023-09-07 13:30:00+00:00,70.36000061035156
2023-09-07 14:30:00+00:00,70.45500183105469
2023-09-07 15:30:00+00:00,70.58499908447266
2023-09-07 16:30:00+00:00,70.57499694824219
2023-09-07 17:30:00+00:00,70.4800033569336
2023-09-07 18:30:00+00:00,70.5
2023-09-07 19:30:00+00:00,70.5
2023-09-07 20:00:00+00:00,70.49
2023-09-07 21:00:00+00:00,70.49
2023-09-08 08:00:00+00:00,70.51
2023-09-08 09:00:00+00:00,70.08
2023-09-08 10:00:00+00:00,69.94
2023-09-08 11:00:00+00:00,70.27
2023-09-08 12:00:00+00:00,70.29
2023-09-08 13:30:00+00:00,70.58499908447266
2023-09-08 14:30:00+00:00,70.51000213623047
2023-09-08 15:30:00+00:00,70.4542007446289
2023-09-08 16:30:00+00:00,70.44499969482422
2023-09-08 17:30:00+00:00,70.37000274658203
2023-09-08 18:30:00+00:00,70.31500244140625
2023-09-08 19:30:00+00:00,70.4000015258789
2023-09-08 20:00:00+00:00,70.39
2023-09-11 09:00:00+00:00,70.99
2023-09-11 11:00:00+00:00,70.82
2023-09-11 12:00:00+00:00,70.88
2023-09-11 13:00:00+00:00,70.91
2023-09-11 13:30:00+00:00,71.1001968383789
2023-09-11 14:30:00+00:00,71.01000213623047
2023-09-11 15:30:00+00:00,71.18000030517578
2023-09-11 16:30:00+00:00,71.15499877929688
2023-09-11 17:30:00+00:00,71.12999725341797
2023-09-11 18:30:00+00:00,71.125
2023-09-11 19:30:00+00:00,71.13500213623047
2023-09-11 20:00:00+00:00,71.15
2023-09-11 22:00:00+00:00,71.12
2023-09-12 10:00:00+00:00,70.91
2023-09-12 11:00:00+00:00,70.85
2023-09-12 12:00:00+00:00,70.85
2023-09-12 13:00:00+00:00,70.75
2023-09-12 13:30:00+00:00,70.76499938964844
2023-09-12 14:30:00+00:00,70.86499786376953
2023-09-12 15:30:00+00:00,70.97000122070312
2023-09-12 16:30:00+00:00,71.05500030517578
2023-09-12 17:30:00+00:00,70.9800033569336
2023-09-12 18:30:00+00:00,70.86499786376953
2023-09-12 19:30:00+00:00,70.83000183105469
2023-09-12 20:00:00+00:00,70.91
2023-09-12 21:00:00+00:00,70.88
2023-09-12 22:00:00+00:00,70.98
2023-09-13 08:00:00+00:00,70.7
2023-09-13 11:00:00+00:00,70.4
2023-09-13 12:00:00+00:00,70.6
2023-09-13 13:30:00+00:00,70.6500015258789
2023-09-13 14:30:00+00:00,70.83999633789062
2023-09-13 15:30:00+00:00,70.75499725341797
2023-09-13 16:30:00+00:00,70.71499633789062
2023-09-13 17:30:00+00:00,70.68499755859375
2023-09-13 18:30:00+00:00,70.5250015258789
2023-09-13 19:30:00+00:00,70.62999725341797
2023-09-13 20:00:00+00:00,70.64
2023-09-13 22:00:00+00:00,70.8
2023-09-13 23:00:00+00:00,70.64
2023-09-14 10:00:00+00:00,71.21
2023-09-14 11:00:00+00:00,71.18
2023-09-14 12:00:00+00:00,71.13
2023-09-14 13:00:00+00:00,71.41
2023-09-14 13:30:00+00:00,71.31500244140625
2023-09-14 14:30:00+00:00,71.55000305175781
2023-09-14 15:30:00+00:00,71.51000213623047
2023-09-14 16:30:00+00:00,71.5199966430664
2023-09-14 17:30:00+00:00,71.49539947509766
2023-09-14 18:30:00+00:00,71.53500366210938
2023-09-14 19:30:00+00:00,71.54000091552734
2023-09-14 20:00:00+00:00,71.57
2023-09-14 21:00:00+00:00,71.55
2023-09-14 22:00:00+00:00,71.5
2023-09-14 23:00:00+00:00,71.78
2023-09-15 08:00:00+00:00,71.95
2023-09-15 11:00:00+00:00,71.87
2023-09-15 12:00:00+00:00,71.8
2023-09-15 13:00:00+00:00,71.68
2023-09-15 13:30:00+00:00,71.75
2023-09-15 14:30:00+00:00,71.68000030517578
2023-09-15 15:30:00+00:00,71.58499908447266
2023-09-15 16:30:00+00:00,71.44499969482422
2023-09-15 17:30:00+00:00,71.43000030517578
2023-09-15 18:30:00+00:00,71.44000244140625
2023-09-15 19:30:00+00:00,71.38999938964844
2023-09-15 20:00:00+00:00,71.38
2023-09-18 08:00:00+00:00,71.23
2023-09-18 10:00:00+00:00,71.27
2023-09-18 12:00:00+00:00,71.14
2023-09-18 13:00:00+00:00,71.03
2023-09-18 13:30:00+00:00,70.91999816894531
2023-09-18 14:30:00+00:00,71.02999877929688
2023-09-18 15:30:00+00:00,71.12999725341797
2023-09-18 16:30:00+00:00,71.13999938964844
2023-09-18 17:30:00+00:00,71.06500244140625
2023-09-18 18:30:00+00:00,71.05010223388672
2023-09-18 19:30:00+00:00,71.12999725341797
2023-09-18 20:00:00+00:00,71.13
2023-09-19 08:00:00+00:00,71.35
2023-09-19 09:00:00+00:00,71.33
2023-09-19 11:00:00+00:00,71.37
2023-09-19 12:00:00+00:00,71.13
2023-09-19 13:30:00+00:00,71.1500015258789
2023-09-19 14:30:00+00:00,71.11499786376953
2023-09-19 15:30:00+00:00,71.08000183105469
2023-09-19 16:30:00+00:00,71.1156997680664
2023-09-19 17:30:00+00:00,71.16570281982422
2023-09-19 18:30:00+00:00,71.19999694824219
2023-09-19 19:30:00+00:00,71.18000030517578
2023-09-19 20:00:00+00:00,71.17
2023-09-20 08:00:00+00:00,71.24
2023-09-20 11:00:00+00:00,71.34
2023-09-20 12:00:00+00:00,71.43
2023-09-20 13:00:00+00:00,71.56
2023-09-20 13:30:00+00:00,71.75
2023-09-20 14:30:00+00:00,71.71499633789062
2023-09-20 15:30:00+00:00,71.83999633789062
2023-09-20 16:30:00+00:00,71.80500030517578
2023-09-20 17:30:00+00:00,71.57499694824219
2023-09-20 18:30:00+00:00,71.27999877929688
2023-09-20 19:30:00+00:00,71.01499938964844
2023-09-20 20:00:00+00:00,70.99
2023-09-21 09:00:00+00:00,70.45
2023-09-21 10:00:00+00:00,70.3
2023-09-21 11:00:00+00:00,70.31
2023-09-21 12:00:00+00:00,70.11
2023-09-21 13:00:00+00:00,70.27
2023-09-21 13:30:00+00:00,70.40499877929688
2023-09-21 14:30:00+00:00,70.20999908447266
2023-09-21 15:30:00+00:00,70.15499877929688
2023-09-21 16:30:00+00:00,70.26000213623047
2023-09-21 17:30:00+00:00,70.12000274658203
2023-09-21 18:30:00+00:00,70.0
2023-09-21 19:30:00+00:00,69.83999633789062
2023-09-21 20:00:00+00:00,69.82
2023-09-21 21:00:00+00:00,69.85
2023-09-21 22:00:00+00:00,70.17
2023-09-21 23:00:00+00:00,70.09
2023-09-22 11:00:00+00:00,70.27
2023-09-22 12:00:00+00:00,70.3
2023-09-22 13:00:00+00:00,70.32
2023-09-22 13:30:00+00:00,70.33999633789062
2023-09-22 14:30:00+00:00,70.25499725341797
2023-09-22 15:30:00+00:00,70.11499786376953
2023-09-22 16:30:00+00:00,70.04000091552734
2023-09-22 17:30:00+00:00,69.93000030517578
2023-09-22 18:30:00+00:00,70.08000183105469
2023-09-22 19:30:00+00:00,69.90499877929688
2023-09-22 20:00:00+00:00,69.88
2023-09-22 21:00:00+00:00,69.8
2023-09-22 22:00:00+00:00,69.7722
2023-09-25 09:00:00+00:00,69.74
2023-09-25 11:00:00+00:00,69.72
2023-09-25 12:00:00+00:00,69.49
